,w10max
0,12.276582717895508
1,12.33212947845459
2,13.427410125732422
3,13.36465835571289
4,14.74411678314209
5,15.033586502075195
6,16.54611587524414
7,17.70578384399414
8,18.14162254333496
9,17.423696517944336
10,15.812882423400879
11,15.824848175048828
12,17.21199607849121
13,17.943641662597656
14,16.857669830322266
15,18.347442626953125
16,17.747591018676758
17,16.936386108398438
18,17.027782440185547
19,17.83736801147461
20,17.5003719329834
21,17.21276092529297
22,17.693805694580078
23,17.94817352294922
24,18.354475021362305
25,19.31244659423828
26,18.928218841552734
27,19.780879974365234
28,18.425493240356445
29,19.71196174621582
30,19.74327278137207
31,19.935195922851562
32,21.063270568847656
33,23.13335418701172
34,21.464324951171875
35,23.078481674194336
36,25.583274841308594
37,25.520427703857422
38,27.09535789489746
39,27.809877395629883
40,27.44976806640625
41,26.66649627685547
42,26.435585021972656
