,div200,div300,div400,div500,eqt1000,eqt200,eqt250,eqt300,eqt400,eqt500,eqt600,eqt700,eqt850,eqt925,sh850_200,sh850_250,sh925_200,sh925_250,ws10m,wstrss10m
0,7.391946386980236e-06,3.401243365620231e-06,6.40532742699392e-07,-3.8149905989641e-07,327.94870170752205,349.37136743863425,347.5858858346939,345.9526338895162,341.5200119813283,337.8581708749135,334.97919250329335,332.76961493492126,326.01276087760925,323.84438121318817,16.380972023587674,14.04366646707058,16.155014757889635,13.82532571645764,5.604191024221169,0.8742537993530277
1,8.117488706999369e-06,3.2357083780849374e-06,6.048644944481319e-07,-1.5473532717467584e-06,328.6617325146993,349.6391959031423,347.94550545215606,346.3438286781311,341.5982588450114,337.8253012418747,334.98482027848564,332.83617015679675,326.44329029719034,324.341529639562,16.236875936575235,14.130251035443507,16.16949470221686,14.103252054440478,5.720927592704538,0.8924647045942644
2,1.3053052156438797e-05,1.6182961789903509e-06,-1.7452752678680934e-06,-3.729949063045977e-06,327.89463663895924,349.9217668612798,348.2844842036565,346.5260021607081,341.59197498162587,337.5982752879461,335.06580233573914,333.55136640866596,326.3171360572179,323.43972138563794,16.817375653035317,14.803064143529628,16.42227517312082,14.445691357475395,5.2689593654048315,0.8219576609165719
3,1.2842471522117853e-05,4.28226186426998e-07,-2.4479056461492593e-06,-3.4415409870098825e-06,327.63762510617573,349.44733331203463,347.95248687267303,346.0858691612879,341.053549917539,336.7758144299189,334.18364953200023,333.0163068532944,325.99671132564544,323.1730195760727,16.548669225318978,14.288485938167044,16.289504451149455,14.063437836058437,5.465377535942632,0.8525988963131871
4,1.3576860367108326e-05,4.532094232216448e-07,-3.2717272911732957e-06,-3.4284227733059428e-06,327.62721118927004,348.9340703646342,347.6569806098938,345.74744476477304,340.66405792236327,336.38717164198556,333.60216209093727,332.7097218434016,325.920853749911,323.2542687177658,16.487558342842384,13.790592338509548,16.412456600030417,13.678760316642002,5.523344740013514,0.861641779440591
5,1.4183053205490728e-05,1.1788427464524849e-06,-3.472467594276806e-06,-5.514498451142712e-06,327.90983594258626,348.553284962972,347.4296037356059,345.42065172195436,340.47751587231954,336.39244000116986,333.4374171654383,332.8869648774465,326.36878573099773,323.9174937963486,16.32578162762026,13.93201538772943,16.401264627821124,13.968859218767223,5.680575401087602,0.8861697617544754
6,1.3941682162950848e-05,5.274589524906457e-07,-2.4184902782775053e-06,-4.135727379472413e-06,326.83822900454203,348.67052551110584,347.27957617441814,345.06900351047517,340.0762126604716,336.2259747425715,333.0773770968119,332.4878118356069,325.9368297656377,323.292977643013,16.76119665270671,14.658573676102485,16.74179847112391,14.64943834155177,5.8057633118597245,0.9056990767159125
7,1.294223398941857e-05,1.0339838284502412e-07,-1.3977901707831752e-06,-2.75089383784168e-06,326.92865347862244,348.63740030129753,347.2358342965444,344.9195009469986,339.6402460495631,335.9365975220998,332.53490000565847,331.84673822720845,325.82649107774097,323.3988047281901,17.43173286303257,14.832137047095845,17.57976462608203,15.013294686501224,6.018619587811797,0.9389046553173103
8,1.3386435295268013e-05,1.96277435441534e-06,2.0476501672687942e-07,-2.5711194061127144e-06,327.7270498514175,349.1024943590164,347.5943064769109,345.24651431242626,339.690695643425,336.0758337815603,332.42315367857617,332.116415921847,326.4052833159765,324.27160111268364,17.33593705194071,14.294089428242296,17.535522914833077,14.447519767687966,6.174681326917683,0.9632502874548663
9,1.4301803725592921e-05,6.640247328137024e-07,-2.138302065360943e-06,-2.802735631628831e-06,328.5009578545888,349.54754629929863,347.93224898179375,345.4949810663859,339.74341519673663,335.98253681659696,332.18331442674,332.38107736905414,327.1587502082189,324.96790685653684,16.74404178035135,13.601558397415404,16.991346243706843,13.7389943267374,6.039483973275249,0.9421595004134967
