,div200,div300,div400,div500,eqt1000,eqt200,eqt250,eqt300,eqt400,eqt500,eqt600,eqt700,eqt850,eqt925,sh850_200,sh850_250,sh925_200,sh925_250,ws10m,wstrss10m
0,8.19397756501398e-06,-7.197128143944404e-07,-4.993606423817134e-07,-3.4099198638740113e-06,350.27820620536806,353.55481950442,351.2185051043828,348.89893041451774,344.42971127033235,340.59433149496715,337.38691175778706,337.6745109240214,340.38270008563995,343.73971099853514,14.049381260290586,11.235673021750214,12.819803627510556,9.860656872665277,4.377733160198356,0.6829263728546114
1,8.343424114725291e-06,-1.3449093518888103e-06,-1.873446077081444e-06,-4.154557754886106e-06,350.01530071894325,353.6177773157755,351.0841649055481,348.690535791715,344.1587956905365,339.82548841635383,336.5586753288905,336.96267258326213,340.3884014209112,344.5998326937358,13.304276013521788,10.721053777247047,12.284222194754209,9.56084124375969,4.476153934149382,0.698280014176271
2,7.825689580383845e-06,-2.3571672005499866e-06,-2.9811993050729857e-06,-3.783272905101091e-06,350.3557028452555,354.01292111873624,351.3015481710434,348.92209232648213,344.25260445276894,339.92819572289784,336.58689940770466,337.11419208049773,341.19833461443585,346.04374481042225,12.894532815025498,10.70995584235837,12.301822532942364,10.113169217808172,4.854009373651934,0.7572254619665425
3,5.37634077473458e-06,-2.055705426956776e-06,-2.531843793439926e-06,-3.640032713991536e-06,351.0025090853373,354.34959619839987,351.5999597549438,349.1279503583908,344.08448457717896,339.69307961463926,336.66527757644656,337.2048758029938,342.07870882352194,347.03818519910175,12.842512795352377,11.207418706331131,12.68247207600313,10.973341595663806,5.112065863079624,0.7974822747846095
4,6.916252385623378e-06,-1.9093170935402526e-06,-4.239637902396047e-06,-2.5672927958820626e-06,351.17353497346244,354.6104487975438,351.93123911221824,349.54000114599864,344.40007206598915,339.6481230099996,337.24246651331583,337.8386612653732,342.6857764641444,346.8833168188731,11.782306009971458,10.537681274442003,11.493258994491772,10.552246772144766,5.134393672303607,0.8009654130864268
5,7.347603337166016e-06,-1.854831097326352e-06,-4.980622101307189e-06,-2.3932423554191376e-06,351.5580238342285,354.21074220339455,351.7838488896688,349.57807660102844,344.4570409377416,340.0661314725876,337.44912066459653,338.0621783733368,342.7073165257772,346.95095824400585,11.350758706612396,10.327995842481808,11.193701823699909,10.613028591898425,5.454558926669415,0.8509111930111734
6,6.649720728440651e-06,-1.4842117007793366e-06,-3.0450350447536884e-06,1.2009518850724862e-06,351.8741240342458,353.9008047501246,351.4808523257573,349.2129330476125,343.8647078593572,339.581240828832,336.89733022848765,337.558252398173,342.4374424616496,346.8738664547602,11.950911881739739,10.462009258257845,11.819392611218307,10.792127116734628,5.381074516300577,0.8394476247146182
7,5.4685308740703065e-06,-2.885499668721832e-07,-1.5241529553993867e-06,2.232512528689094e-06,352.33355344136555,353.8062724987666,351.22809034983317,348.8753240744273,343.41548530260724,339.3517602364222,336.40924696127576,337.1760370413462,342.1224443276723,346.86843094825747,12.478953198785893,10.410024951918361,12.261622965863596,10.64071519197896,5.203181683963824,0.8116963429155779
8,6.2147597138956e-06,-1.8538557566067552e-07,1.1709859611015265e-07,2.9120324335542754e-07,351.4880131562551,353.9072348117828,351.2804821809133,349.1112230459849,344.14604274431866,339.4068504969279,336.81524602572125,338.20371985435486,341.50515841643016,346.0188773393631,14.250997919635847,10.84357319228972,13.847233906388283,10.708821964702414,5.556045720433273,0.8667431321848805
9,6.336676702769472e-06,1.2622481331608e-06,1.7131709410387296e-06,1.026603340642211e-06,351.0091148217519,354.41757313410443,351.4938681046168,349.17745203177134,344.2120377937953,339.7909589926402,336.48261946837107,338.0772387345632,341.8052197376887,346.77717475096387,14.481308098393493,11.462884628012155,14.269985151011497,11.38346684926655,5.774988804231422,0.9008982530236305
