,div200,div300,div400,div500,eqt1000,eqt200,eqt250,eqt300,eqt400,eqt500,eqt600,eqt700,eqt850,eqt925,sh850_200,sh850_250,sh925_200,sh925_250,ws10m,wstrss10m
0,1.4798612937738653e-05,2.0445213522179984e-08,-3.2086595638247672e-06,-1.4233067304303404e-05,350.0048828125,354.1757507324219,352.84423828125,351.31170654296875,347.6243896484375,344.04046630859375,340.92083740234375,342.6117248535156,343.28948974609375,346.3404846191406,9.363712310791016,6.304442405700684,8.129081726074219,5.409363269805908,4.4493584632873535,0.6940999031066895
1,1.1737580280168913e-05,6.44852207187796e-07,-4.403501861816039e-06,-8.983649422589224e-06,350.136474609375,354.025146484375,352.92669677734375,351.3268127441406,346.7918395996094,342.9090881347656,340.5634765625,342.6110534667969,343.929931640625,347.801025390625,8.330314636230469,7.171280860900879,7.630037307739258,6.746310710906982,5.71060848236084,0.8908548951148987
2,2.6752031772048213e-05,-5.460012289404403e-06,-2.46706713369349e-06,-2.0889365259790793e-06,350.75421142578125,354.33306884765625,353.6046142578125,351.98089599609375,347.67138671875,343.1043701171875,340.9673767089844,342.29486083984375,345.307861328125,349.28802490234375,7.1705708503723145,5.580195903778076,6.789556503295898,5.930657386779785,5.727270126342773,0.8934541940689087
3,3.031001142517198e-05,2.860153017536504e-06,-8.945262379711494e-06,-4.1359458009537775e-06,351.598388671875,355.2973327636719,353.8177490234375,352.2513427734375,348.4159851074219,342.96173095703125,340.40380859375,341.669189453125,346.131591796875,349.70758056640625,7.455172538757324,6.069926738739014,7.152499198913574,6.959171772003174,5.743376731872559,0.8959667682647705
4,8.83556276676245e-06,-2.60846263699932e-07,-1.2861051800427958e-05,-5.172364126337925e-06,352.2384033203125,355.21759033203125,352.6844177246094,351.0145263671875,346.41192626953125,342.01544189453125,340.18487548828125,342.30126953125,346.7974548339844,349.8736572265625,5.793944835662842,7.731918811798096,5.707334518432617,8.371123313903809,4.461675643920898,0.6960214376449585
5,1.4271280633693095e-05,-9.626376595406327e-06,-3.538671080605127e-06,2.022263061007834e-06,352.1885986328125,354.8573303222656,352.72637939453125,350.9710693359375,345.82861328125,342.7733154296875,340.69384765625,342.72320556640625,346.97308349609375,350.05987548828125,7.254796504974365,7.926346778869629,7.796626567840576,9.087250709533691,4.887439250946045,0.76244056224823
6,8.855083706293954e-07,-1.4171129805617966e-05,3.600389391067438e-06,3.052127112823655e-06,352.3648681640625,354.4538269042969,352.591552734375,351.18865966796875,344.35546875,341.7974853515625,341.09527587890625,343.2913818359375,347.0679931640625,349.9942626953125,6.849599838256836,8.281994819641113,7.354184150695801,9.195817947387695,4.609368324279785,0.7190614342689514
7,9.779919309949037e-06,-1.1968632861680817e-05,3.883316367137013e-06,5.18601746080094e-06,352.5152282714844,354.34222412109375,352.45172119140625,351.1590576171875,342.8009033203125,340.754638671875,341.95892333984375,343.553466796875,346.95208740234375,349.65289306640625,7.582083225250244,7.606266975402832,7.601983070373535,8.225753784179688,4.652965545654297,0.7258626222610474
8,6.176521310408134e-06,-9.802308795769932e-07,-6.29648729955079e-06,-5.115969088365091e-07,351.4176025390625,354.4525451660156,352.5299072265625,350.78759765625,343.7576904296875,340.63427734375,341.95025634765625,344.1863098144531,345.4319152832031,348.1427917480469,11.025979995727539,7.7430830001831055,10.912761688232422,7.405454158782959,4.882286071777344,0.7616365551948547
9,5.537630386243109e-06,1.4751030903426e-06,-1.0387320799054578e-05,1.2087384675396606e-06,351.784912109375,355.87554931640625,352.66351318359375,350.2774658203125,343.59039306640625,340.07818603515625,341.8801574707031,344.00341796875,345.74322509765625,348.65130615234375,10.762663841247559,7.721958160400391,10.468648910522461,8.00876235961914,5.480095863342285,0.8548949360847473
10,1.658983455854468e-05,-1.1522747627168428e-05,4.1874613998516e-06,7.485688456654316e-06,351.513916015625,357.13067626953125,353.78753662109375,351.69573974609375,347.1781311035156,344.26287841796875,343.1164245605469,344.294921875,345.978271484375,348.2969970703125,7.6424431800842285,8.977890968322754,7.355925559997559,9.843270301818848,6.715980529785156,1.047692894935608
11,6.0431584643083625e-06,-6.7002188188780565e-06,5.235400749370456e-06,7.460354481736431e-06,352.95001220703125,357.6737060546875,353.985107421875,350.8728332519531,347.5438232421875,344.13043212890625,343.4014892578125,344.5055847167969,346.4646911621094,348.9296875,8.258559226989746,9.2315673828125,8.259369850158691,10.22043228149414,6.449786186218262,1.006166696548462
12,1.0774929251056165e-05,7.927255865070038e-07,1.0125352673640009e-05,5.082260940980632e-07,351.40594482421875,357.7718505859375,354.22149658203125,351.66046142578125,349.0286560058594,345.3732604980469,344.08648681640625,347.29766845703125,347.0036315917969,348.47552490234375,8.670839309692383,9.984979629516602,8.920989990234375,10.884958267211914,6.754067420959473,1.053634524345398
13,1.7165632016258314e-05,1.0548952559474856e-05,3.7604718272632454e-06,-5.924331162532326e-06,352.27471923828125,357.40765380859375,354.65093994140625,352.4007568359375,349.5823669433594,346.69085693359375,343.9505615234375,346.13446044921875,346.3039245605469,348.6565246582031,12.160331726074219,10.976024627685547,12.248886108398438,11.143978118896484,8.28503704071045,1.2924656867980957
