,div200,div300,div400,div500,eqt1000,eqt200,eqt250,eqt300,eqt400,eqt500,eqt600,eqt700,eqt850,eqt925,sh850_200,sh850_250,sh925_200,sh925_250,ws10m,wstrss10m
0,5.0873681175289676e-05,-7.993892722879536e-06,-1.9660543330246583e-05,-4.972943315806333e-06,332.80487060546875,350.6974792480469,349.4390563964844,348.365478515625,345.7951354980469,343.45159912109375,339.4947204589844,339.42572021484375,332.38916015625,330.21124267578125,14.027222633361816,12.203922271728516,13.678288459777832,11.872535705566406,8.045247077941895,1.2550585269927979
1,3.553584610926919e-05,1.181549123430159e-06,-1.0324713002773933e-05,-1.4088722309679724e-05,333.31353759765625,351.268310546875,350.0714416503906,348.7788391113281,346.01873779296875,343.6081848144531,338.78875732421875,338.1427001953125,331.28900146484375,329.6749267578125,11.965959548950195,12.47244644165039,11.525801658630371,12.399986267089844,8.117612838745117,1.2663476467132568
2,2.7873515136889182e-05,9.011216206999961e-06,-2.1373223717091605e-05,-2.3458389478037134e-05,331.5260009765625,350.4328308105469,349.1456298828125,348.2423095703125,345.63787841796875,342.2606201171875,338.5379333496094,338.4119873046875,331.20416259765625,328.7331237792969,12.556196212768555,11.287378311157227,11.288987159729004,10.158026695251465,6.469748020172119,1.0092806816101074
3,4.608575545717031e-05,1.5567079572065268e-06,-2.7750023946282454e-05,-1.1969399565714411e-05,331.65509033203125,349.717529296875,349.29156494140625,348.5253601074219,345.1361083984375,341.7940979003906,338.7572326660156,337.904541015625,331.80609130859375,329.16802978515625,11.99255657196045,9.995777130126953,11.869924545288086,9.949542999267578,7.149985313415527,1.1153976917266846
4,3.86336978408508e-05,-4.496567271417007e-06,-1.146491376857739e-05,-1.9419449017732404e-06,331.8459167480469,349.74298095703125,349.2818298339844,348.06524658203125,344.6236877441406,341.8409423828125,338.75799560546875,337.94940185546875,331.720458984375,329.3302917480469,10.657328605651855,9.396769523620605,11.079800605773926,9.864173889160156,7.511998176574707,1.1718719005584717
5,2.9699647711822763e-05,-5.001636054657865e-06,-7.191421900643036e-06,8.90928458829876e-06,332.0345458984375,349.5386657714844,348.95965576171875,347.6448059082031,344.52130126953125,341.8965759277344,338.19989013671875,338.416748046875,331.97686767578125,329.43072509765625,11.199682235717773,10.973701477050781,11.811311721801758,11.6595458984375,8.125741004943848,1.267615556716919
6,3.993172140326351e-05,-2.2036863356333924e-06,6.920115083630662e-06,-5.6720614338701125e-06,330.96868896484375,349.1266784667969,348.60638427734375,347.84375,345.2452392578125,341.81109619140625,338.9048156738281,339.5732421875,331.7744140625,328.94244384765625,13.301877975463867,11.191036224365234,13.435698509216309,11.413015365600586,8.395857810974121,1.3097537755966187
7,4.756380803883076e-05,1.0531890438869596e-05,5.552419679588638e-06,-1.3504381058737636e-05,331.9927673339844,349.4246520996094,349.1390075683594,348.075439453125,345.131103515625,341.05877685546875,337.923095703125,337.9153137207031,331.3100891113281,328.54296875,14.685161590576172,13.062292098999023,14.588824272155762,12.986786842346191,8.94707202911377,1.3957432508468628
8,4.2697167373262346e-05,-4.906711183139123e-06,-1.0773299436550587e-05,-2.74408694167505e-06,332.8155212402344,350.69842529296875,349.7501525878906,348.202392578125,344.5466003417969,340.51324462890625,337.5997314453125,336.8026428222656,330.8960876464844,329.0990295410156,12.674216270446777,11.135090827941895,12.451457023620605,10.833650588989258,8.796404838562012,1.372239112854004
9,2.315096207894385e-05,-1.2797661838703789e-05,-3.567403155102511e-06,3.841312718577683e-06,333.35247802734375,351.5309143066406,350.1891784667969,348.05035400390625,344.4107666015625,340.3822937011719,337.224609375,335.98590087890625,330.4189453125,329.0118408203125,10.26395034790039,10.572422981262207,10.378108024597168,10.497676849365234,8.547718048095703,1.3334438800811768
10,1.946529846463818e-05,-1.984884511330165e-05,1.0050221135315951e-05,2.6402272851555608e-05,332.17242431640625,350.745849609375,349.61834716796875,347.2543029785156,344.5186462402344,343.50830078125,338.24371337890625,335.610595703125,329.6861877441406,328.025146484375,10.501274108886719,10.369564056396484,10.356500625610352,10.35472297668457,8.719012260437012,1.3601659536361694
11,8.865727068041451e-06,-1.4016177374287508e-06,1.5986410289769992e-05,1.3135279004927725e-05,332.11370849609375,349.9384765625,348.819580078125,346.5295104980469,344.2442626953125,344.233642578125,339.11126708984375,336.3544921875,329.79229736328125,327.9361877441406,12.172087669372559,11.971939086914062,11.812517166137695,11.62179183959961,8.948179244995117,1.3959159851074219
12,6.584107723028865e-06,-2.4867122192517854e-06,2.037445483438205e-05,4.759318471769802e-06,332.0467224121094,349.22314453125,348.2963562011719,345.85003662109375,344.02777099609375,344.33294677734375,339.3553466796875,337.57586669921875,329.9580078125,328.096435546875,13.458279609680176,13.298152923583984,13.307047843933105,12.939252853393555,9.321967124938965,1.4542267322540283
