time,lat,lon
2009-10-13:18.00.00 ,9.6,153.5
2009-10-13:21.00.00,9.3379,152.887
2009-10-14:00.00.00 ,9.4,152.3
2009-10-14:03.00.00 ,9.96194,151.726
2009-10-14:06.00.00 ,10.6,151
2009-10-14:09.00.00 ,10.8252,149.967
2009-10-14:12.00.00 ,10.8333,148.833
2009-10-14:15.00.00 ,10.9452,147.741
2009-10-14:18.00.00 ,11.1091,146.627
2009-10-14:21.00.00 ,11.2801,145.511
2009-10-15:00.00.00 ,11.46,144.393
2009-10-15:03.00.00 ,11.6749,143.251
2009-10-15:06.00.00 ,11.9,142.15
2009-10-15:09.00.00 ,12.0754,141.125
2009-10-15:12.00.00 ,12.225,140.25
2009-10-15:15.00.00 ,12.3375,139.596
2009-10-15:18.00.00 ,12.5,139
2009-10-15:21.00.00 ,12.7931,138.254
2009-10-16:00.00.00 ,13.15,137.475
2009-10-16:03.00.00 ,13.524,136.745
2009-10-16:06.00.00 ,13.85,136
2009-10-16:09.00.00 ,14.0427,135.161
2009-10-16:12.00.00 ,14.175,134.375
2009-10-16:15.00.00 ,14.3042,133.728
2009-10-16:18.00.00 ,14.475,133.25
2009-10-16:21.00.00 ,14.756,132.947
2009-10-17:00.00.00 ,15.075,132.75
2009-10-17:03.00.00 ,15.3575,132.5
2009-10-17:06.00.00 ,15.625,132.325
2009-10-17:09.00.00 ,15.8731,132.278
2009-10-17:12.00.00 ,16.125,132.325
2009-10-17:15.00.00 ,16.4219,132.397
2009-10-17:18.00.00 ,16.7,132.525
2009-10-17:21.00.00 ,16.9137,132.679
2009-10-18:00.00.00 ,17.075,132.9
2009-10-18:03.00.00 ,17.1895,133.219
2009-10-18:06.00.00 ,17.3,133.55
2009-10-18:09.00.00 ,17.4656,133.809
2009-10-18:12.00.00 ,17.65,134
2009-10-18:15.00.00 ,17.8118,134.141
2009-10-18:18.00.00 ,18,134.2
2009-10-18:21.00.00,18.2529,134.23
2009-10-19:00.00.00 ,18.525,134.1
2009-10-19:03.00.00 ,18.7777,133.721
2009-10-19:06.00.00 ,19,133.225
2009-10-19:09.00.00 ,19.1624,132.791
2009-10-19:12.00.00 ,19.325,132.35
2009-10-19:15.00.00 ,19.5606,131.886
2009-10-19:18.00.00 ,19.8,131.425
2009-10-19:21.00.00 ,19.9861,130.996
2009-10-20:00.00.00 ,20.15,130.575
2009-10-20:03.00.00 ,20.3331,130.134
2009-10-20:06.00.00 ,20.475,129.7
2009-10-20:09.00.00 ,20.5404,129.307
2009-10-20:12.00.00 ,20.55,128.9
2009-10-20:15.00.00 ,20.5532,128.413
2009-10-20:18.00.00 ,20.5,127.925
2009-10-20:21.00.00 ,20.3761,127.508
2009-10-21:00.00.00 ,20.2,127.125
2009-10-21:03.00.00 ,20.0074,126.739
2009-10-21:06.00.00 ,19.8,126.375
2009-10-21:09.00.00 ,19.5906,126.024
2009-10-21:12.00.00 ,19.4,125.725
2009-10-21:15.00.00 ,19.2474,125.516
2009-10-21:18.00.00 ,19.125,125.325
2009-10-21:21.00.00,19.0081,125.068
2009-10-22:00.00.00 ,18.925,124.8
2009-10-22:03.00.00 ,18.8887,124.551
2009-10-22:06.00.00 ,18.875,124.325
2009-10-22:09.00.00 ,18.8425,124.122
2009-10-22:12.00.00 ,18.825,123.95
2009-10-22:15.00.00 ,18.835,123.796
2009-10-22:18.00.00 ,18.875,123.675
2009-10-22:21.00.00 ,18.9313,123.577
2009-10-23:00.00.00 ,19.025,123.525
2009-10-23:03.00.00 ,19.1562,123.504
2009-10-23:06.00.00 ,19.325,123.55
2009-10-23:09.00.00 ,19.5043,123.655
2009-10-23:12.00.00 ,19.725,123.85
2009-10-23:15.00.00 ,19.9602,124.153
2009-10-23:18.00.00 ,20.3,124.475
2009-10-23:21.00.00 ,20.8255,124.697
2009-10-24:00.00.00 ,21.4,124.9
2009-10-24:03.00.00 ,21.8744,125.15
2009-10-24:06.00.00 ,22.3,125.4
2009-10-24:09.00.00 ,22.7266,125.583
2009-10-24:12.00.00 ,23.075,125.825
2009-10-24:15.00.00 ,23.2534,126.255
2009-10-24:18.00.00 ,23.45,126.725
2009-10-24:21.00.00,23.8857,127.051
2009-10-25:00.00.00 ,24.35,127.425
2009-10-25:03.00.00 ,24.6592,127.968
2009-10-25:06.00.00 ,24.95,128.625
2009-10-25:09.00.00 ,25.2887,129.365
2009-11-25:12.00.00 ,25.7,130.125
2009-11-25:15.00.00 ,26.1115,130.877
2009-11-25:18.00.00 ,26.5,131.7
2009-11-25:21.00.00 ,26.9357,132.537
2009-11-26:00.00.00 ,27.475,133.4
2009-11-26:03.00.00 ,28.2119,134.504
2009-11-26:06.00.00 ,29.15,135.875
2009-11-26:09.00.00 ,30.2041,137.476
2009-11-26:12.00.00 ,31.38,139.233
2009-11-26:15.00.00 ,32.5905,141.005
2009-11-26:18.00.00 ,34.1,142.875
2009-11-26:21.00.00,36.062,144.562
