year,basin,region,no,name,time,intensity,lat,lon,
2001,NA,CS,45,MICHELLE,2001-11-04:06:00:00,TS,20.1,-83.3
2001,NA,CS,46,MICHELLE,2001-11-04:09:00:00,TS,20.4276,-82.9227
2001,NA,CS,47,MICHELLE,2001-11-04:12:00:00,TS,20.8,-82.5
2001,NA,CS,48,MICHELLE,2001-11-04:15:00:00,TS,21.1482,-82.1441
2001,NA,CS,49,MICHELLE,2001-11-04:18:00:00,TS,21.5,-81.8
2001,NA,CS,50,MICHELLE,2001-11-04:21:00:00,TS,21.8022,-81.5675
2001,NA,NA,52,MICHELLE,2001-11-05:00:00:00,TS,22.3,-80.9
2001,NA,NA,53,MICHELLE,2001-11-05:03:00:00,TS,22.7291,-80.2474
2001,NA,NA,54,MICHELLE,2001-11-05:06:00:00,TS,23.1,-79.7
2001,NA,NA,55,MICHELLE,2001-11-05:09:00:00,TS,23.6777,-78.8804
2001,NA,NA,56,MICHELLE,2001-11-05:12:00:00,TS,24.3,-78
2001,NA,NA,57,MICHELLE,2001-11-05:15:00:00,TS,24.8716,-77.2141
2001,NA,NA,58,MICHELLE,2001-11-05:18:00:00,TS,25.4,-76.4
2001,NA,NA,59,MICHELLE,2001-11-05:21:00:00,TS,25.8873,-75.4723
2001,NA,NA,60,MICHELLE,2001-11-06:00:00:00,ET,26.3,-74.5
2001,NA,NA,61,MICHELLE,2001-11-06:03:00:00,ET,26.6351,-73.6238
2001,NA,NA,62,MICHELLE,2001-11-06:06:00:00,ET,26.9,-72.6
2001,NA,NA,63,MICHELLE,2001-11-06:09:00:00,ET,27.0399,-71.2433
2001,NA,NA,64,MICHELLE,2001-11-06:12:00:00,ET,27.3,-69.7
2001,NA,NA,65,MICHELLE,2001-11-06:15:00:00,ET,27.8981,-68.1126
2001,NA,NA,66,MICHELLE,2001-11-06:18:00:00,ET,28.7,-66.5
