year,basin,region,no,name,time,intensity,lat,lon,
2001,NA,CS,1,MICHELLE,2001-10-29:18:00:00,TS,13.3,-83.6
2001,NA,CS,2,MICHELLE,2001-10-29:21:00:00,TS,13.5299,-83.5326
2001,NA,NA,3,MICHELLE,2001-10-30:00:00:00,TS,13.7,-83.6
2001,NA,NA,4,MICHELLE,2001-10-30:03:00:00,TS,13.7601,-83.865
2001,NA,NA,5,MICHELLE,2001-10-30:06:00:00,TS,13.7,-84.1
2001,NA,NA,6,MICHELLE,2001-10-30:09:00:00,TS,13.5225,-84.0675
2001,NA,NA,7,MICHELLE,2001-10-30:12:00:00,TS,13.3,-83.9
2001,NA,NA,8,MICHELLE,2001-10-30:15:00:00,TS,13.0676,-83.6774
2001,NA,CS,9,MICHELLE,2001-10-30:18:00:00,TS,13,-83.5
2001,NA,CS,10,MICHELLE,2001-10-30:21:00:00,TS,13.2825,-83.5349
2001,NA,NA,11,MICHELLE,2001-10-31:00:00:00,TS,13.7,-83.6
2001,NA,NA,12,MICHELLE,2001-10-31:03:00:00,TS,14.015,-83.5226
2001,NA,NA,13,MICHELLE,2001-10-31:06:00:00,TS,14.3,-83.4
2001,NA,CS,14,MICHELLE,2001-10-31:09:00:00,TS,14.5575,-83.2925
2001,NA,CS,15,MICHELLE,2001-10-31:12:00:00,TS,14.8,-83.2
2001,NA,CS,16,MICHELLE,2001-10-31:15:00:00,TS,15.05,-83.135
2001,NA,CS,17,MICHELLE,2001-10-31:18:00:00,TS,15.3,-83.1
2001,NA,CS,18,MICHELLE,2001-10-31:21:00:00,TS,15.535,-83.0701
2001,NA,CS,19,MICHELLE,2001-11-01:00:00:00,TS,15.8,-83.1
2001,NA,CS,20,MICHELLE,2001-11-01:03:00:00,TS,16.165,-83.2348
2001,NA,CS,21,MICHELLE,2001-11-01:06:00:00,TS,16.5,-83.4
2001,NA,CS,22,MICHELLE,2001-11-01:09:00:00,TS,16.6875,-83.5076
2001,NA,CS,23,MICHELLE,2001-11-01:12:00:00,TS,16.8,-83.6
2001,NA,CS,24,MICHELLE,2001-11-01:15:00:00,TS,16.9,-83.7075
2001,NA,CS,25,MICHELLE,2001-11-01:18:00:00,TS,17,-83.8
2001,NA,CS,26,MICHELLE,2001-11-01:21:00:00,TS,17.15,-83.865
2001,NA,CS,27,MICHELLE,2001-11-02:00:00:00,TS,17.3,-83.9
2001,NA,CS,28,MICHELLE,2001-11-02:03:00:00,TS,17.4,-83.9
2001,NA,CS,29,MICHELLE,2001-11-02:06:00:00,TS,17.5,-83.9
2001,NA,CS,30,MICHELLE,2001-11-02:09:00:00,TS,17.65,-83.95
2001,NA,CS,31,MICHELLE,2001-11-02:12:00:00,TS,17.8,-84
2001,NA,CS,32,MICHELLE,2001-11-02:15:00:00,TS,17.885,-84.0075
2001,NA,CS,33,MICHELLE,2001-11-02:18:00:00,TS,18,-84
2001,NA,CS,34,MICHELLE,2001-11-02:21:00:00,TS,18.2425,-83.9776
2001,NA,CS,35,MICHELLE,2001-11-03:00:00:00,TS,18.5,-84
2001,NA,CS,36,MICHELLE,2001-11-03:03:00:00,TS,18.6801,-84.1499
2001,NA,CS,37,MICHELLE,2001-11-03:06:00:00,TS,18.8,-84.3
2001,NA,CS,38,MICHELLE,2001-11-03:09:00:00,TS,18.8425,-84.3375
2001,NA,CS,39,MICHELLE,2001-11-03:12:00:00,TS,18.9,-84.3
2001,NA,CS,40,MICHELLE,2001-11-03:15:00:00,TS,19.1,-84.2341
2001,NA,CS,41,MICHELLE,2001-11-03:18:00:00,TS,19.3,-84.1
2001,NA,CS,42,MICHELLE,2001-11-03:21:00:00,TS,19.4,-83.9
2001,NA,CS,43,MICHELLE,2001-11-04:00:00:00,TS,19.7,-83.7
2001,NA,CS,44,MICHELLE,2001-11-04:03:00:00,TS,19.8999,-83.5269
