time,lat,lon
2012-10-12:18.00.00,16.15,147.15
2012-10-12:21.00.00,16.1725,146.978
2012-10-13:00.00.00,16.3429,146.714
2012-10-13:03.00.00,16.4571,146.473
2012-10-13:06.00.00,16.6273,146.264
2012-10-13:09.00.00,16.8257,146.098
2012-10-13:12.00.00,16.9667,145.867
2012-10-13:15.00.00,17.1075,145.606
2012-10-13:18.00.00,17.2333,145.3
2012-10-13:21.00.00,17.3316,144.956
2012-10-14:00.00.00,17.4,144.531
2012-10-14:03.00.00,17.4179,144.092
2012-10-14:06.00.00,17.4733,143.68
2012-10-14:09.00.00,17.623,143.328
2012-10-14:12.00.00,17.85,143
2012-10-14:15.00.00,18.1106,142.669
2012-10-14:18.00.00,18.45,142.35
2012-10-14:21.00.00,18.8307,142.031
2012-10-15:00.00.00,19.35,141.75
2012-10-15:03.00.00,20.0394,141.524
2012-10-15:06.00.00,20.875,141.35
2012-10-15:09.00.00,21.8143,141.219
2012-10-15:12.00.00,22.75,141.1
2012-10-15:15.00.00,23.5488,140.926
2012-10-15:18.00.00,24.25,140.775
2012-10-15:21.00.00,24.8756,140.68
2012-10-16:00.00.00,25.475,140.675
2012-10-16:03.00.00,26.1768,140.771
2012-10-16:06.00.00,26.8,140.95
2012-10-16:09.00.00,27.1873,141.131
2012-10-16:12.00.00,27.5,141.4
2012-10-16:15.00.00,27.9292,141.779
2012-10-16:18.00.00,28.325,142.275
2012-10-16:21.00.00,28.5737,142.858
2012-10-17:00.00.00,28.8,143.5
2012-10-17:03.00.00,29.118,144.102
2012-10-17:06.00.00,29.475,144.775
2012-10-17:09.00.00,29.8241,145.581
2012-10-17:12.00.00,30.2,146.475
2012-10-17:15.00.00,30.6447,147.373
2012-10-17:18.00.00,31.05,148.35
2012-10-17:21.00.00,31.2991,149.436
2012-10-18:00.00.00,31.5,150.575
2012-10-18:03.00.00,31.8029,151.701
2012-10-18:06.00.00,32.025,152.825
2012-10-18:09.00.00,32.0374,154.003
2012-10-18:12.00.00,31.9267,155.033
2012-10-18:15.00.00,31.7732,155.727
2012-10-18:18.00.00,31.6077,156.262
2012-10-18:21.00.00,31.5064,156.869
2012-10-19:00.00.00,31.4333,157.467
2012-10-19:03.00.00,31.3232,158.065
2012-10-19:06.00.00,31.2333,158.633
2012-10-19:09.00.00,31.1714,159.149
2012-10-19:12.00.00,31.2,159.633
2012-10-19:15.00.00,31.3576,160.149
2012-10-19:18.00.00,31.6,160.6
2012-10-19:21.00.00,31.8641,160.923
2012-10-20:00.00.00,32.1333,161.167
