year,basin,region,no,name,time,intensity,lat,lon
2000,WP,MM,1,SONAMU,2000-09-14:00:00:00,TS,21.5,138.3
2000,WP,MM,2,SONAMU,2000-09-14:03:00:00,TS,21.6879,138.78
2000,WP,MM,3,SONAMU,2000-09-14:06:00:00,TS,21.68,139.4
2000,WP,MM,4,SONAMU,2000-09-14:09:00:00,TS,21.8755,139.703
2000,WP,MM,5,SONAMU,2000-09-14:12:00:00,TS,22.1,139.98
2000,WP,MM,6,SONAMU,2000-09-14:15:00:00,TS,22.3859,140.282
2000,WP,MM,7,SONAMU,2000-09-14:18:00:00,TS,22.7,140.531
2000,WP,MM,8,SONAMU,2000-09-14:21:00:00,TS,22.9877,140.699
2000,WP,MM,9,SONAMU,2000-09-15:00:00:00,TS,23.22,140.82
2000,WP,MM,10,SONAMU,2000-09-15:03:00:00,TS,23.3719,140.918
2000,WP,MM,11,SONAMU,2000-09-15:06:00:00,TS,23.525,141
2000,WP,MM,12,SONAMU,2000-09-15:09:00:00,TS,23.6884,141.092
2000,WP,MM,13,SONAMU,2000-09-15:12:00:00,TS,23.85,141.2
2000,WP,MM,14,SONAMU,2000-09-15:15:00:00,TS,23.9863,141.336
2000,WP,MM,15,SONAMU,2000-09-15:18:00:00,TS,24.2,141.5
2000,WP,MM,16,SONAMU,2000-09-15:21:00:00,TS,24.5088,141.683
2000,WP,MM,17,SONAMU,2000-09-16:00:00:00,TS,24.975,141.75
2000,WP,MM,18,SONAMU,2000-09-16:03:00:00,TS,25.515,141.744
2000,WP,MM,19,SONAMU,2000-09-16:06:00:00,TS,26.075,141.675
2000,WP,MM,20,SONAMU,2000-09-16:09:00:00,TS,26.6413,141.645
2000,WP,MM,21,SONAMU,2000-09-16:12:00:00,TS,27.3,141.575
2000,WP,MM,22,SONAMU,2000-09-16:15:00:00,TS,28.1426,141.491
2000,WP,MM,23,SONAMU,2000-09-16:18:00:00,TS,29.05,141.425
2000,WP,MM,24,SONAMU,2000-09-16:21:00:00,TS,29.9949,141.377
