time,lat,lon
2011-09-26:12.00.00,18.1333,139.2
2011-09-26:15.00.00,18.2601,138.878
2011-09-26:18.00.00,18.4,138.567
2011-09-26:21.00.00,18.5575,138.278
2011-09-27:00.00.00,18.7,138.033
2011-09-27:03.00.00,18.8008,137.849
2011-09-27:06.00.00,18.8667,137.7
2011-09-27:09.00.00,18.9075,137.55
2011-09-27:12.00.00,18.9308,137.431
2011-09-27:15.00.00,18.9725,137.289
2011-09-27:18.00.00,19.02,137.133
2011-09-27:21.00.00,19.0718,136.974
2011-09-28:00.00.00,19.1,136.775
2011-09-28:03.00.00,19.1175,136.534
2011-09-28:06.00.00,19.075,136.275
2011-09-28:09.00.00,18.9349,136.036
2011-09-28:12.00.00,18.75,135.775
2011-09-28:15.00.00,18.5855,135.482
2011-09-28:18.00.00,18.425,135.125
2011-09-28:21.00.00,18.2655,134.698
2011-09-29:00.00.00,18.125,134.2
2011-09-29:03.00.00,18.0154,133.668
2011-09-29:06.00.00,17.925,133.075
2011-09-29:09.00.00,17.8243,132.431
2011-09-29:12.00.00,17.75,131.75
2011-09-29:15.00.00,17.7222,131.074
2011-09-29:18.00.00,17.725,130.375
2011-09-29:21.00.00,17.7335,129.649
2011-09-30:00.00.00,17.75,128.9
2011-09-30:03.00.00,17.779,128.151
2011-09-30:06.00.00,17.775,127.375
2011-09-30:09.00.00,17.7179,126.558
2011-09-30:12.00.00,17.575,125.725
2011-09-30:15.00.00,17.3055,124.893
2011-09-30:18.00.00,17.025,124.1
2011-09-30:21.00.00,16.8587,123.402
2011-10-01:00.00.00,16.75,122.7
2011-10-01:03.00.00,16.6531,121.888
2011-10-01:06.00.00,16.575,121.05
2011-10-01:09.00.00,16.4852,120.191
2011-10-01:12.00.00,16.425,119.475
2011-10-01:15.00.00,16.4088,119.069
2011-10-01:18.00.00,16.45,118.775
2011-10-01:21.00.00,16.5474,118.385
2011-10-02:00.00.00,16.675,117.95
2011-10-02:03.00.00,16.78,117.463
2011-10-02:06.00.00,16.9,116.95
2011-10-02:09.00.00,17.0569,116.435
2011-10-02:12.00.00,17.225,115.95
2011-10-02:15.00.00,17.3898,115.535
2011-10-02:18.00.00,17.525,115.15
2011-10-02:21.00.00,17.6025,114.742
2011-10-03:00.00.00,17.65,114.35
2011-10-03:03.00.00,17.7093,113.987
2011-10-03:06.00.00,17.75,113.65
2011-10-03:09.00.00,17.7461,113.352
2011-10-03:12.00.00,17.75,113.025
2011-10-03:15.00.00,17.8043,112.603
2011-10-03:18.00.00,17.9,112.125
2011-10-03:21.00.00,18.0111,111.645
2011-10-04:00.00.00,18.175,111.125
2011-10-04:03.00.00,18.4532,110.54
2011-10-04:06.00.00,18.675,109.95
2011-10-04:09.00.00,18.6757,109.381
2011-10-04:12.00.00,18.575,108.925
2011-10-04:15.00.00,18.4929,108.656
2011-10-04:18.00.00,18.4067,108.5
2011-10-04:21.00.00,18.3221,108.355
2011-10-05:00.00.00,18.225,108.225
2011-10-05:03.00.00,18.1235,108.09
2011-10-05:06.00.00,18.0429,107.929
2011-10-05:09.00.00,18.0151,107.689
2011-10-05:12.00.00,18,107.45
