time,lat,lon
2019-11-09:18.00.00,14.3,136
2019-11-09:21.00.00,14.2,135.837
2019-11-10:00.00.00,14.1,135.7
2019-11-10:03.00.00,14,135.6
2019-11-10:06.00.00,13.9,135.5
2019-11-10:09.00.00,13.8,135.357
2019-11-10:12.00.00,13.7,135.2
2019-11-10:15.00.00,13.5925,135.058
2019-11-10:18.00.00,13.5,134.9
2019-11-10:21.00.00,13.4425,134.723
2019-11-11:00.00.00,13.36,134.54
2019-11-11:03.00.00,13.3026,134.203
2019-11-11:06.00.00,13.1714,133.814
2019-11-11:09.00.00,12.905,133.445
2019-11-11:12.00.00,12.4778,133.144
2019-11-11:15.00.00,12.1545,132.914
2019-11-11:18.00.00,11.9273,132.709
2019-11-11:21.00.00,11.7891,132.503
2019-11-12:00.00.00,11.7333,132.3
2019-11-12:03.00.00,11.7224,132.094
2019-11-12:06.00.00,11.7667,131.833
2019-11-12:09.00.00,11.8491,131.495
2019-11-12:12.00.00,11.9667,131.067
2019-11-12:15.00.00,12.0776,130.541
2019-11-12:18.00.00,12.2333,130
2019-11-12:21.00.00,12.4908,129.537
2019-11-13:00.00.00,12.7308,129.123
2019-11-13:03.00.00,12.8561,128.735
2019-11-13:06.00.00,12.94,128.453
2019-11-13:09.00.00,13.003,128.34
2019-11-13:12.00.00,13.075,128.25
2019-11-13:15.00.00,13.1863,128.001
2019-11-13:18.00.00,13.425,127.725
2019-11-13:21.00.00,13.8693,127.534
2019-11-14:00.00.00,14.4,127.35
2019-11-14:03.00.00,14.9001,127.101
2019-11-14:06.00.00,15.325,126.875
2019-11-14:09.00.00,15.5981,126.745
2019-11-14:12.00.00,15.8,126.65
2019-11-14:15.00.00,16.0325,126.521
2019-11-14:18.00.00,16.25,126.4
2019-11-14:21.00.00,16.4713,126.303
2019-11-15:00.00.00,16.625,126.225
2019-11-15:03.00.00,16.6606,126.142
2019-11-15:06.00.00,16.625,126.1
2019-11-15:09.00.00,16.5825,126.139
2019-11-15:12.00.00,16.525,126.2
2019-11-15:15.00.00,16.4825,126.218
2019-11-15:18.00.00,16.425,126.225
2019-11-15:21.00.00,16.3325,126.247
2019-11-16:00.00.00,16.225,126.25
2019-11-16:03.00.00,16.1137,126.215
2019-11-16:06.00.00,16.025,126.15
2019-11-16:09.00.00,15.9869,126.078
2019-11-16:12.00.00,15.975,125.975
2019-11-16:15.00.00,15.9418,125.847
2019-11-16:18.00.00,15.95,125.675
2019-11-16:21.00.00,16.0307,125.445
2019-11-17:00.00.00,16.175,125.2
2019-11-17:03.00.00,16.3654,125.015
2019-11-17:06.00.00,16.575,124.8
2019-11-17:09.00.00,16.7519,124.477
2019-11-17:12.00.00,16.85,124.125
2019-11-17:15.00.00,17.0212,123.937
2019-11-17:18.00.00,17.225,123.8
2019-11-17:21.00.00,17.41,123.578
2019-11-18:00.00.00,17.55,123.425
2019-11-18:03.00.00,17.7775,123.255
2019-11-18:06.00.00,18.125,123.15
2019-11-18:09.00.00,18.5206,123.043
2019-11-18:12.00.00,18.85,122.925
2019-11-18:15.00.00,18.9963,122.716
2019-11-18:18.00.00,19.1,122.575
2019-11-18:21.00.00,19.1556,122.476
2019-11-19:00.00.00,19.2,122.45
2019-11-19:03.00.00,19.2631,122.47
2019-11-19:06.00.00,19.3,122.5
2019-11-19:09.00.00,19.3381,122.498
2019-11-19:12.00.00,19.275,122.4
2019-11-19:15.00.00,19.0187,122.306
2019-11-19:18.00.00,18.5,122.125
2019-11-19:21.00.00,17.9949,121.928
2019-11-20:00.00.00,17.425,121.6
2019-11-20:03.00.00,16.952,121.214
2019-11-20:06.00.00,16.5,120.786
2019-11-20:09.00.00,15.956,120.448
2019-11-20:12.00.00,15.5333,120.033
2019-11-20:15.00.00,15.0366,119.587
2019-11-20:18.00.00,14.6,119.1
2019-11-20:21.00.00,14.2891,118.594
2019-11-21:00.00.00,14.0333,118.067
2019-11-21:03.00.00,13.7524,117.533
2019-11-21:06.00.00,13.4667,117
2019-11-21:09.00.00,13.1815,116.484
2019-11-21:12.00.00,12.8455,115.982
2019-11-21:15.00.00,12.4605,115.469
2019-11-21:18.00.00,12.0625,114.95
2019-11-21:21.00.00,11.6908,114.488
2019-11-22:00.00.00,11.32,114
2019-11-22:03.00.00,10.9073,113.488
2019-11-22:06.00.00,10.5,112.9
2019-11-22:09.00.00,10.0979,112.225
2019-11-22:12.00.00,9.7,111.5
