time,lat,lon
2016-09-22:00.00.00,11.11,144.1
2016-09-22:03.00.00,11.5103,143.303
2016-09-22:06.00.00,12.1,142.61
2016-09-22:09.00.00,12.4575,141.905
2016-09-22:12.00.00,13.06,141.2
2016-09-22:15.00.00,13.7115,140.795
2016-09-22:18.00.00,14.6556,140.644
2016-09-22:21.00.00,15.3579,140.398
2016-09-23:00.00.00,15.7929,140.121
2016-09-23:03.00.00,16.0287,139.808
2016-09-23:06.00.00,16.2,139.4
2016-09-23:09.00.00,16.3268,138.954
2016-09-23:12.00.00,16.45,138.475
2016-09-23:15.00.00,16.6237,137.984
2016-09-23:18.00.00,16.85,137.475
2016-09-23:21.00.00,17.1199,136.959
2016-09-24:00.00.00,17.45,136.425
2016-09-24:03.00.00,17.8703,135.887
2016-09-24:06.00.00,18.251,135.3
2016-09-24:09.00.00,18.4501,134.614
2016-09-24:12.00.00,18.575,133.925
2016-09-24:15.00.00,18.7097,133.335
2016-09-24:18.00.00,18.875,132.775
2016-09-24:21.00.00,19.126,132.195
2016-09-25:00.00.00,19.4,131.6
2016-09-25:03.00.00,19.6419,130.96
2016-09-25:06.00.00,19.85,130.35
2016-09-25:09.00.00,20.0052,129.857
2016-09-25:12.00.00,20.15,129.375
2016-09-25:15.00.00,20.3395,128.782
2016-09-25:18.00.00,20.525,128.2
2016-09-25:21.00.00,20.6452,127.742
2016-09-26:00.00.00,20.8,127.3
2016-09-26:03.00.00,21.0871,126.755
2016-09-26:06.00.00,21.4,126.225
2016-09-26:09.00.00,21.6429,125.8
2016-09-26:12.00.00,21.9,125.3
2016-09-26:15.00.00,22.1552,124.772
2016-09-26:18.00.00,22.425,124.275
2016-09-26:21.00.00,22.7164,123.79
2016-09-27:00.00.00,23.15,123.3
2016-09-27:03.00.00,23.6415,122.497
2016-09-27:06.00.00,24.025,121.65
2016-09-27:09.00.00,23.8963,121.035
2016-09-27:12.00.00,23.85,120.575
2016-09-27:15.00.00,24.1459,120.045
2016-09-27:18.00.00,24.525,119.45
2016-09-27:21.00.00,24.7951,118.766
2016-09-28:00.00.00,24.975,118.075
2016-09-28:03.00.00,25.0276,117.425
2016-09-28:06.00.00,25.05,116.9
2016-09-28:09.00.00,25.154,116.569
2016-09-28:12.00.00,25.3,116.379
2016-09-28:15.00.00,25.4534,116.205
2016-09-28:18.00.00,25.62,116.12
2016-09-28:21.00.00,25.8024,116.179
2016-09-29:00.00.00,26.0714,116.214
2016-09-29:03.00.00,26.3811,116.436
2016-09-29:06.00.00,26.74,116.72
2016-09-29:09.00.00,27.155,116.865
2016-09-29:12.00.00,27.6,117.1
2016-09-29:15.00.00,28.1651,117.307
2016-09-29:18.00.00,28.8,117.51
