time,latitude,longitude
2018-10-08:00.00.00,14.2,88.4
2018-10-09:03.00.00,14.1267,88.4016
2018-10-09:06.00.00,14.12,88.32
2018-10-09:09.00.00,14.1927,88.1221
2018-10-09:12.00.00,14.3,87.9
2018-10-09:15.00.00,14.375,87.6637
2018-10-09:18.00.00,14.45,87.45
2018-10-09:21.00.00,14.5565,87.2627
2018-10-10:00.00.00,14.65,87.1
2018-10-10:03.00.00,14.6963,86.9462
2018-10-10:06.00.00,14.8,86.8
2018-10-10:09.00.00,14.9137,86.725
2018-10-10:12.00.00,15.1,86.6
2018-10-10:15.00.00,15.3175,86.4612
2018-10-10:18.00.00,15.55,86.3
2018-10-10:21.00.00,15.7637,86.1112
2018-10-11:00.00.00,16.05,86
2018-10-11:03.00.00,16.4925,85.875
2018-10-11:06.00.00,16.95,85.65
2018-10-11:09.00.00,17.2787,85.4499
2018-10-11:12.00.00,17.55,85.3
2018-10-11:15.00.00,17.8362,85.1288
2018-10-11:18.00.00,18.25,84.95
2018-10-11:21.00.00,18.565,84.6212
2018-10-12:00.00.00,18.75,84.35
2018-10-12:03.00.00,18.9213,84.085
2018-10-12:06.00.00,19.15,83.85
2018-10-12:09.00.00,19.4212,83.7988
2018-10-12:12.00.00,19.7,83.75
2018-10-12:15.00.00,19.8925,83.9488
2018-10-12:18.00.00,20.1,84.2
2018-10-12:21.00.00,20.3231,84.4407
2018-10-13:00.00.00,20.5429,84.7
2018-10-13:03.00.00,20.7192,84.9624
2018-10-13:06.00.00,20.9,85.26
2018-10-13:09.00.00,20.9,85.5
2018-10-13:12.00.00,21.2,86.1
2018-10-13:15.00.00,21.5688,86.706
2018-10-13:18.00.00,21.9,87.2
2018-10-13:21.00.00,22.1,87.5
