time,latitude,longitude
2018-10-05:18.00.00,11.2,68.9
2018-10-05:21.00.00,11.0802,68.3899
2018-10-05:00.00.00,11,67.9
2018-10-06:03.00.00,10.985,67.4551
2018-10-06:06.00.00,11,67.1
2018-10-06:09.00.00,11.0339,66.896
2018-10-06:12.00.00,11.1,66.7667
2018-10-06:15.00.00,11.2127,66.5947
2018-10-06:18.00.00,11.35,66.4
2018-10-06:21.00.00,11.4476,66.1886
2018-10-07:00.00.00,11.55,65.95
2018-10-07:03.00.00,11.6676,65.6513
2018-10-07:06.00.00,11.75,65.3
2018-10-07:09.00.00,11.8362,64.775
2018-10-07:12.00.00,11.95,64.3
2018-10-07:15.00.00,11.9912,63.8712
2018-10-07:18.00.00,12,63.45
2018-10-07:21.00.00,12.0162,62.9624
2018-10-08:00.00.00,12.05,62.5
2018-10-08:03.00.00,12.1138,62.1063
2018-10-08:06.00.00,12.15,61.85
2018-10-08:09.00.00,12.2712,61.6137
2018-10-08:12.00.00,12.35,61.3
2018-10-08:15.00.00,12.45,61.1037
2018-10-08:18.00.00,12.55,60.85
2018-10-08:21.00.00,12.675,60.5925
2018-10-09:00.00.00,12.8,60.5
2018-10-09:03.00.00,12.9037,60.3925
2018-10-09:06.00.00,13,60.35
2018-10-09:09.00.00,13.085,60.2649
2018-10-09:12.00.00,13.2,60.05
2018-10-09:15.00.00,13.4,59.8114
2018-10-09:18.00.00,13.6,59.55
2018-10-09:21.00.00,13.7112,59.3137
2018-10-10:00.00.00,14,59.15
2018-10-10:03.00.00,14.075,59.0712
2018-10-10:06.00.00,14.2,58.95
2018-10-10:09.00.00,14.3613,58.7463
2018-10-10:12.00.00,14.4,58.6
2018-10-10:15.00.00,14.4575,58.4925
2018-10-10:18.00.00,14.5,58.4
2018-10-10:21.00.00,14.5,58.35
2018-10-11:00.00.00,14.55,58.15
2018-10-11:03.00.00,14.4463,58.0462
2018-10-11:06.00.00,14.45,57.9
2018-10-11:09.00.00,14.4712,57.8713
2018-10-11:12.00.00,14.5,57.8
2018-10-11:15.00.00,14.5287,57.7788
2018-10-11:18.00.00,14.6,57.7
2018-10-11:21.00.00,14.6538,57.6537
2018-10-12:00.00.00,14.65,57.6
2018-10-12:03.00.00,14.65,57.4613
2018-10-12:06.00.00,14.65,57.35
2018-10-12:09.00.00,14.6463,57.1862
2018-10-12:12.00.00,14.65,57
2018-10-12:15.00.00,14.675,56.7788
2018-10-12:18.00.00,14.75,56.5
2018-10-12:21.00.00,14.75,56.2
2018-10-12:00.00.00,14.75,55.9
2018-10-13:03.00.00,14.7712,55.5788
2018-10-13:06.00.00,14.85,55.25
2018-10-13:09.00.00,14.8712,54.89
2018-10-13:12.00.00,14.9,54.5
2018-10-13:15.00.00,14.9387,54.0825
2018-10-13:18.00.00,15.05,53.7
2018-10-13:21.00.00,15.1963,53.2638
2018-10-14:00.00.00,15.4,52.8
2018-10-14:03.00.00,15.6249,52.4887
2018-10-14:06.00.00,15.85,52.15
2018-10-14:09.00.00,15.95,51.8
2018-10-14:12.00.00,16.0286,51.3714
2018-10-14:15.00.00,16.1469,51.0871
2018-10-14:18.00.00,16.275,50.775
2018-10-14:21.00.00,16.2425,49.9896
2018-10-15:00.00.00,16.2,49
