time,latitude,longitude
2013-11-18:00.00.00,13.3,90
2013-11-18:03.00.00,13.6352,89.4551
2013-11-18:06.00.00,14,88.9
2013-11-18:09.00.00,14.395,88.3352
2013-11-18:12.00.00,14.7,87.8
2013-11-18:15.00.00,14.8024,87.3272
2013-11-18:18.00.00,14.8,86.9
2013-11-18:21.00.00,14.7925,86.4699
2013-11-19:00.00.00,14.74,86.18
2013-11-19:03.00.00,14.7666,85.885
2013-11-19:06.00.00,14.7857,85.5571
2013-11-19:09.00.00,14.8862,85.257
2013-11-19:12.00.00,15,85.05
2013-11-19:15.00.00,14.9675,84.8925
2013-11-19:18.00.00,14.95,84.5
2013-11-19:21.00.00,14.9887,84.2344
2013-11-20:00.00.00,15.05,84.1
2013-11-20:03.00.00,15.1,84.0675
2013-11-20:06.00.00,15.25,84.05
2013-11-20:09.00.00,15.3037,84.0287
2013-11-20:12.00.00,15.4,83.95
2013-11-20:15.00.00,15.4288,83.9037
2013-11-20:18.00.00,15.5,83.75
2013-11-20:21.00.00,15.5712,83.6537
2013-11-21:00.00.00,15.65,83.55
2013-11-21:03.00.00,15.7963,83.4288
2013-11-21:06.00.00,15.9,83.3
2013-11-21:09.00.00,16.0075,83.1325
2013-11-21:12.00.00,16.1,82.95
2013-11-21:15.00.00,16.1075,82.7325
2013-11-21:18.00.00,16.15,82.6
2013-11-21:21.00.00,16.1462,82.275
2013-11-22:00.00.00,16.15,81.95
2013-11-22:03.00.00,16.19,81.7288
2013-11-22:06.00.00,16.2,81.4
2013-11-22:09.00.00,16.0425,81.2111
2013-11-22:12.00.00,15.8429,80.8143
2013-11-22:15.00.00,15.8737,80.4827
2013-11-22:18.00.00,16.06,80.16
2013-11-22:21.00.00,16.2699,79.7349
2013-11-23:00.00.00,16.5,79.4
2013-11-23:03.00.00,16.8226,79.0928
2013-11-23:06.00.00,17.2,78.8
