time,latitude,longitude
2019-09-20:18.00.00,19.3,71.3
2019-09-20:21.00.00,19.1826,71.0899
2019-09-20:00.00.00,19.1,70.9
2019-09-21:03.00.00,19.0775,70.7425
2019-09-21:06.00.00,19.1,70.6
2019-09-21:09.00.00,19.1425,70.4575
2019-09-21:12.00.00,19.2,70.3
2019-09-21:15.00.00,19.235,70.1074
2019-09-21:18.00.00,19.3,69.9
2019-09-21:21.00.00,19.4274,69.7224
2019-09-22:00.00.00,19.6,69.5
2019-09-22:03.00.00,19.794,69.224
2019-09-22:06.00.00,20,68.8667
2019-09-22:09.00.00,20.2257,68.5045
2019-09-22:12.00.00,20.4,68.1
2019-09-22:15.00.00,20.4624,67.6186
2019-09-22:18.00.00,20.45,67.1
2019-09-22:21.00.00,20.4135,66.5824
2019-09-23:00.00.00,20.35,66.05
2019-09-23:03.00.00,20.2924,65.5038
2019-09-23:06.00.00,20.25,64.85
2019-09-23:09.00.00,20.1999,64.15
2019-09-23:12.00.00,20.2,63.6
2019-09-23:15.00.00,20.2036,62.9075
2019-09-23:18.00.00,20.2,62.3
2019-09-23:21.00.00,20.1787,61.5537
2019-09-24:00.00.00,20.1,60.95
2019-09-24:03.00.00,20.0786,60.2713
2019-09-24:06.00.00,20,59.55
2019-09-24:09.00.00,19.8999,58.9249
2019-09-24:12.00.00,19.8,58.3
2019-09-24:15.00.00,19.7212,57.6138
2019-09-24:18.00.00,19.7,57.05
2019-09-24:21.00.00,19.6361,56.5389
2019-09-25:00.00.00,19.6,55.9571
2019-09-25:03.00.00,19.4282,55.4998
2019-09-25:06.00.00,19.22,55
2019-09-25:09.00.00,19.1847,54.5154
2019-09-25:12.00.00,19.2,54
2019-09-25:15.00.00,19.1075,53.4073
2019-09-25:18.00.00,19,52.8
2019-09-25:21.00.00,18.9422,52.2501
2019-09-26:00.00.00,18.9,51.7
2019-09-26:03.00.00,18.853,51.1124
2019-09-26:06.00.00,18.8,50.5
