time,latitude,longitude
2018-05-21:09.00.00,8.35499,58.203
2018-05-21:12.00.00,8.41429,58.3714
2018-05-21:15.00.00,8.54046,58.1525
2018-05-21:18.00.00,8.7,57.9
2018-05-21:21.00.00,8.86271,57.7013
2018-05-21:00.00.00,9.05,57.5
2018-05-22:03.00.00,9.26749,57.2787
2018-05-22:06.00.00,9.55,57.1
2018-05-22:09.00.00,9.87874,56.9444
2018-05-22:12.00.00,10.2,56.8
2018-05-22:15.00.00,10.4612,56.6462
2018-05-22:18.00.00,10.65,56.4
2018-05-22:21.00.00,10.7713,56.2063
2018-05-23:00.00.00,10.95,56.05
2018-05-23:03.00.00,11.1675,56.0175
2018-05-23:06.00.00,11.4,56.05
2018-05-23:09.00.00,11.7212,56.04
2018-05-23:12.00.00,11.95,56
2018-05-23:15.00.00,12.25,55.925
2018-05-23:18.00.00,12.5,55.8
2018-05-23:21.00.00,12.7712,55.7175
2018-05-24:00.00.00,13,55.65
2018-05-24:03.00.00,13.3212,55.5287
2018-05-24:06.00.00,13.7,55.45
2018-05-24:09.00.00,14.0034,55.3636
2018-05-24:12.00.00,14.3,55.3
2018-05-24:15.00.00,14.6,55.15
2018-05-24:18.00.00,14.9,54.9
2018-05-24:21.00.00,15.0835,54.7261
2018-05-25:00.00.00,15.2,54.6
2018-05-25:03.00.00,15.4137,54.575
2018-05-25:06.00.00,15.75,54.5
2018-05-25:09.00.00,16.1037,54.365
2018-05-25:12.00.00,16.35,54.25
2018-05-25:15.00.00,16.5038,54.0825
2018-05-25:18.00.00,16.7,53.9
2018-05-25:21.00.00,17.0137,53.6387
2018-05-26:00.00.00,17.2,53.5
2018-05-26:03.00.00,17.4675,53.3925
2018-05-26:06.00.00,17.85,53.25
2018-05-26:09.00.00,18.19,53.1575
2018-05-26:12.00.00,18.45,53.05
2018-05-26:15.00.00,18.6475,52.9075
2018-05-26:18.00.00,18.7714,52.7429
2018-05-26:21.00.00,18.9041,52.5617
2018-05-27:00.00.00,19,52.375
2018-05-27:03.00.00,19.005,52.14
2018-05-27:06.00.00,19,52
