time,latitude,longitude
2008-04-25:12.00.00,10.5,90.3
2008-04-25:15.00.00,10.705,89.9153
2008-04-25:18.00.00,10.8,89.5
2008-04-25:21.00.00,10.7351,89.0548
2008-04-26:00.00.00,10.7,88.7
2008-04-26:03.00.00,10.9199,88.585
2008-04-26:06.00.00,11.2,88.5
2008-04-26:09.00.00,11.3875,88.2376
2008-04-26:12.00.00,11.5,87.9
2008-04-26:15.00.00,11.515,87.5424
2008-04-26:18.00.00,11.5,87.2
2008-04-26:21.00.00,11.5425,86.9275
2008-04-27:00.00.00,11.6,86.7
2008-04-27:03.00.00,11.696,86.5939
2008-04-27:06.00.00,11.8,86.5333
2008-04-27:09.00.00,11.9629,86.2629
2008-04-27:12.00.00,12.1,86.2
2008-04-27:15.00.00,12.1825,86.1387
2008-04-27:18.00.00,12.5,85.85
2008-04-27:21.00.00,12.825,85.5675
2008-04-28:00.00.00,12.9,85.55
2008-04-28:03.00.00,12.9937,85.5575
2008-04-28:06.00.00,13.05,85.55
2008-04-28:09.00.00,13,85.475
2008-04-28:12.00.00,12.95,85.4
2008-04-28:15.00.00,13.0137,85.3775
2008-04-28:18.00.00,13.1,85.4
2008-04-28:21.00.00,13.1438,85.4675
2008-04-29:00.00.00,13.15,85.55
2008-04-29:03.00.00,13.3387,85.5963
2008-04-29:06.00.00,13.3,85.65
2008-04-29:09.00.00,13.3738,85.7425
2008-04-29:12.00.00,13.75,85.85
2008-04-29:15.00.00,13.875,85.9612
2008-04-29:18.00.00,14,86.05
2008-04-29:21.00.00,14.1075,86.3288
2008-04-30:00.00.00,14.2,86.35
2008-04-30:03.00.00,14.5287,86.66
2008-04-30:06.00.00,14.6,86.75
2008-04-30:09.00.00,14.675,87.11
2008-04-30:12.00.00,14.75,87.25
2008-04-30:15.00.00,15.075,87.6638
2008-04-30:18.00.00,15.15,87.85
2008-04-30:21.00.00,15.225,88.0463
2008-05-01:00.00.00,15.55,88.5
2008-05-01:03.00.00,15.6362,89.1962
2008-05-01:06.00.00,15.95,89.65
2008-05-01:09.00.00,15.965,90.1175
2008-05-01:12.00.00,15.95,90.6
2008-05-01:15.00.00,15.925,91.0963
2008-05-01:18.00.00,15.9,91.6
2008-05-01:21.00.00,15.8925,92.1038
2008-05-02:00.00.00,15.9,92.6
2008-05-02:03.00.00,15.9211,93.0713
2008-05-02:06.00.00,15.95,93.55
2008-05-02:09.00.00,15.9638,94.0751
2008-05-02:12.00.00,16,94.5
2008-05-02:15.00.00,16.0887,95.0862
2008-05-02:18.00.00,16.45,95.55
2008-05-02:21.00.00,16.5425,95.7576
2008-05-03:00.00.00,16.65,95.95
2008-05-03:03.00.00,17.0357,96.4415
2008-05-03:06.00.00,17.4333,96.9
2008-05-03:09.00.00,17.85,97.31
2008-05-03:12.00.00,18.3,97.6
2008-05-03:15.00.00,18.8123,97.6857
2008-05-03:18.00.00,19.4,97.8
2008-05-03:21.00.00,20.0753,98.0913
2008-05-04:00.00.00,20.8,98.5
