time,latitude,longitude
2020-11-20:12.00.00,11.2,62.6
2020-11-20:15.00.00,10.9702,62.1521
2020-11-20:18.00.00,10.9,61.7
2020-11-20:21.00.00,11.0771,61.2178
2020-11-21:00.00.00,11.3,60.6
2020-11-21:03.00.00,11.3302,59.7448
2020-11-21:06.00.00,11.3,58.8
2020-11-21:09.00.00,11.3372,57.9428
2020-11-21:12.00.00,11.3,57.1
2020-11-21:15.00.00,11.0648,56.2421
2020-11-21:18.00.00,10.88,55.8
2020-11-21:21.00.00,10.8673,55.2434
2020-11-22:00.00.00,10.8143,54.4857
2020-11-22:03.00.00,10.7,53.8
2020-11-22:06.00.00,10.4,52.7
2020-11-22:09.00.00,10.4,52
2020-11-22:12.00.00,10.4,51.5
2020-11-22:15.00.00,10.4,51
2020-11-22:18.00.00,10.4,50.5
2020-11-22:21.00.00,10.4,50.1
2020-11-23:00.00.00,10.5,50
2020-11-23:03.00.00,10.7,49.7
2020-11-23:06.00.00,10.9,49.2
2020-11-23:09.00.00,11.2823,48.9135
2020-11-23:12.00.00,11.3,48.5
2020-11-23:15.00.00,11.7,47.5
2020-11-23:18.00.00,11.8,47.5
2020-11-23:21.00.00,11.6,47
2020-11-24:00.00.00,11.4,46.8
2020-11-24:03.00.00,11.24,46.6
2020-11-24:06.00.00,10.9,46.5
2020-11-24:09.00.00,10.65,46.4149
2020-11-24:12.00.00,10.4,46.3
