time,latitude,longitude
2007-11-10:06.00.00,9.6,93.2
2007-11-10:09.00.00,9.65249,93.1125
2007-11-10:12.00.00,9.7,93
2007-11-10:15.00.00,9.74251,92.85
2007-11-10:18.00.00,9.8,92.7
2007-11-10:21.00.00,9.89998,92.6
2007-11-11:00.00.00,10,92.5
2007-11-11:03.00.00,10.0575,92.3575
2007-11-11:06.00.00,10.1,92.2
2007-11-11:09.00.00,10.12,92.052
2007-11-11:12.00.00,10.1333,91.9333
2007-11-11:15.00.00,10.1429,91.8129
2007-11-11:18.00.00,10.4,91.45
2007-11-11:21.00.00,10.4175,91.2962
2007-11-12:00.00.00,10.45,91.15
2007-11-12:03.00.00,10.5137,90.785
2007-11-12:06.00.00,10.85,90.45
2007-11-12:09.00.00,10.9425,90.3925
2007-11-12:12.00.00,11.3,90.1
2007-11-12:15.00.00,11.425,90.0463
2007-11-12:18.00.00,11.55,90
2007-11-12:21.00.00,11.65,89.9712
2007-11-13:00.00.00,12,89.7
2007-11-13:03.00.00,12.1212,89.6787
2007-11-13:06.00.00,12.25,89.65
2007-11-13:09.00.00,12.8675,89.6
2007-11-13:12.00.00,13,89.55
2007-11-13:15.00.00,13.1712,89.5212
2007-11-13:18.00.00,13.6,89.5
2007-11-13:21.00.00,14,89.475
2007-11-14:00.00.00,14.4,89.45
2007-11-14:03.00.00,14.5675,89.425
2007-11-14:06.00.00,15,89.4
2007-11-14:09.00.00,15.4463,89.3713
2007-11-14:12.00.00,15.9,89.1
2007-11-14:15.00.00,16.085,89.0962
2007-11-14:18.00.00,16.55,89.1
2007-11-14:21.00.00,17.07,89.1
2007-11-15:00.00.00,17.65,89.1
2007-11-15:03.00.00,18.285,89.0926
2007-11-15:06.00.00,19.45,89.1
2007-11-15:09.00.00,20.0999,89.1203
2007-11-15:12.00.00,21,89.2
2007-11-15:15.00.00,21.6463,89.6274
2007-11-15:18.00.00,22.5429,90.3714
2007-11-15:21.00.00,23.476,90.8457
2007-11-16:00.00.00,23.7667,91
2007-11-16:03.00.00,24.5,91.5
