time,latitude,longitude
2001-10-08:06.00.00,17.7,70.8
2001-10-08:09.00.00,17.8001,70.4826
2001-10-08:12.00.00,17.9,70.2
2001-10-08:15.00.00,17.9999,69.9775
2001-10-08:18.00.00,18.1,69.8
2001-10-08:21.00.00,18.214,69.908
2001-10-09:00.00.00,18.3667,69.8333
2001-10-09:03.00.00,18.48,69.6657
2001-10-09:06.00.00,18.55,69.15
2001-10-09:09.00.00,18.8225,68.7825
2001-10-09:12.00.00,18.8,68.4
2001-10-09:15.00.00,18.7362,68.2925
2001-10-09:18.00.00,18.65,67.95
2001-10-09:21.00.00,18.5712,67.8675
2001-10-10:00.00.00,18.5,67.8
2001-10-10:03.00.00,18.3457,67.7814
2001-10-10:06.00.00,18.2,67.7667
2001-10-10:09.00.00,18.118,67.74
2001-10-10:12.00.00,18.1,67.7
2001-10-10:15.00.00,18.3724,67.6225
2001-10-10:18.00.00,18.6,67.5
2001-10-10:21.00.00,18.63,67.2799
2001-10-11:00.00.00,18.6,67
2001-10-11:03.00.00,18.6501,66.6851
2001-10-11:06.00.00,18.7,66.4
2001-10-11:09.00.00,18.6999,66.205
2001-10-11:12.00.00,18.7,66.1
2001-10-11:15.00.00,18.7425,66.07
2001-10-11:18.00.00,18.8,66.1
2001-10-11:21.00.00,18.85,66.1425
2001-10-12:00.00.00,18.9,66.2
2001-10-12:03.00.00,18.935,66.2575
2001-10-12:06.00.00,19,66.3
2001-10-12:09.00.00,19.135,66.315
2001-10-12:12.00.00,19.3,66.3
2001-10-12:15.00.00,19.4575,66.28
2001-10-12:18.00.00,19.6,66.2
2001-10-12:21.00.00,19.7074,66.0524
2001-10-13:00.00.00,19.8,65.8
2001-10-13:03.00.00,19.8978,65.4326
2001-10-13:06.00.00,20,65
