time,latitude,longitude
2012-10-22:15.00.00,11,66.5
2012-10-22:18.00.00,11.074,66.0205
2012-10-22:21.00.00,11.166,65.609
2012-10-23:00.00.00,11.3072,65.0596
2012-10-23:03.00.00,11.4483,64.3846
2012-10-23:06.00.00,11.5,63.75
2012-10-23:09.00.00,11.465,63.165
2012-10-23:12.00.00,11.3708,62.3653
2012-10-23:15.00.00,11.2167,61.4121
2012-10-23:18.00.00,11.036,60.3973
2012-10-23:21.00.00,10.8637,59.425
2012-10-24:00.00.00,10.703,58.5704
2012-10-24:03.00.00,10.5749,57.7665
2012-10-24:06.00.00,10.5,57.05
2012-10-24:09.00.00,10.4897,56.4677
2012-10-24:12.00.00,10.5,55.9
2012-10-24:15.00.00,10.4826,55.1915
2012-10-24:18.00.00,10.45,54.5
2012-10-24:21.00.00,10.4075,53.9213
2012-10-25:00.00.00,10.1,53.35
2012-10-25:03.00.00,9.8612,52.6798
2012-10-25:06.00.00,9.7,52
2012-10-25:09.00.00,9.59857,51.4314
2012-10-25:12.00.00,9.55,50.9
2012-10-25:15.00.00,9.52797,50.4953
2012-10-25:18.00.00,9.5,49.86
2012-10-25:21.00.00,9.41766,48.8464
2012-10-26:00.00.00,9.2,47.7
