time,latitude,longitude
2005-01-11:18.00.00,4,89.8
2005-01-11:21.00.00,4.21,89.8775
2005-01-12:00.00.00,4.4,89.9
2005-01-12:03.00.00,4.5575,89.83
2005-01-12:06.00.00,4.7,89.7
2005-01-12:09.00.00,4.84999,89.5725
2005-01-12:12.00.00,5,89.4
2005-01-12:15.00.00,5.17997,89.1875
2005-01-12:18.00.00,5.3,88.9
2005-01-12:21.00.00,5.25754,88.5074
2005-01-13:00.00.00,5.2,88.1
2005-01-13:03.00.00,5.27749,87.7625
2005-01-13:06.00.00,5.4,87.5
2005-01-13:09.00.00,5.49248,87.2975
2005-01-13:12.00.00,5.58,87.16
2005-01-13:15.00.00,5.68166,87.1367
2005-01-13:18.00.00,5.72857,87.1714
2005-01-13:21.00.00,5.70126,87.2288
2005-01-14:00.00.00,5.65,87.3
2005-01-14:03.00.00,5.5575,87.3187
2005-01-14:06.00.00,5.45,87.3
2005-01-14:09.00.00,5.36,87.2612
2005-01-14:12.00.00,5.3,87.2
2005-01-14:15.00.00,5.2925,87.125
2005-01-14:18.00.00,5.3,87.05
2005-01-14:21.00.00,5.275,87
2005-01-15:00.00.00,5.25,86.95
2005-01-15:03.00.00,5.25375,86.875
2005-01-15:06.00.00,5.25,86.8
2005-01-15:09.00.00,5.21125,86.7387
2005-01-15:12.00.00,5.15,86.7
2005-01-15:15.00.00,5.07875,86.6925
2005-01-15:18.00.00,5,86.7
2005-01-15:21.00.00,4.9025,86.7038
2005-01-16:00.00.00,4.85,86.7
2005-01-16:03.00.00,4.91,86.44
2005-01-16:06.00.00,5,86.4
2005-01-16:09.00.00,5.02501,86.3075
2005-01-16:12.00.00,5.05,86.2
2005-01-16:15.00.00,5.13624,86.125
2005-01-16:18.00.00,5.2,86.05
2005-01-16:21.00.00,5.17626,85.9425
2005-01-17:00.00.00,5.15714,85.6571
2005-01-17:03.00.00,4.83583,85.7058
2005-01-17:06.00.00,4.825,85.775
2005-01-17:09.00.00,5,86
2005-01-17:12.00.00,5,86
