time,latitude,longitude
2018-12-13:00.00.00,6.5,88.7
2018-12-13:03.00.00,6.7,88.6
2018-12-13:06.00.00,6.8,88.5
2018-12-13:09.00.00,7.03296,88.3534
2018-12-13:12.00.00,7.22,88.34
2018-12-13:15.00.00,7.35503,88.225
2018-12-13:18.00.00,7.51429,88.0429
2018-12-13:21.00.00,7.70099,87.8418
2018-12-14:00.00.00,7.9,87.65
2018-12-14:03.00.00,8.09999,87.4537
2018-12-14:06.00.00,8.15,87.35
2018-12-14:09.00.00,8.20525,87.1094
2018-12-14:12.00.00,8.3,86.8
2018-12-14:15.00.00,8.45998,86.525
2018-12-14:18.00.00,8.65,86.25
2018-12-14:21.00.00,8.80726,85.9732
2018-12-15:00.00.00,9,85.7
2018-12-15:03.00.00,9.27875,85.4288
2018-12-15:06.00.00,9.55,85.25
2018-12-15:09.00.00,9.86374,85.0806
2018-12-15:12.00.00,10.2,84.9
2018-12-15:15.00.00,10.51,84.6887
2018-12-15:18.00.00,10.8,84.55
2018-12-15:21.00.00,11.035,84.4499
2018-12-16:00.00.00,11.35,84.3
2018-12-16:03.00.00,11.8137,84.1224
2018-12-16:06.00.00,12.25,83.9
2018-12-16:09.00.00,12.4326,83.5464
2018-12-16:12.00.00,13.35,83.05
2018-12-16:15.00.00,13.7899,82.8024
2018-12-16:18.00.00,14.05,82.65
2018-12-16:21.00.00,14.4637,82.4462
2018-12-17:00.00.00,15,82.4
2018-12-17:03.00.00,15.5388,82.3388
2018-12-17:06.00.00,16,82.3
2018-12-17:09.00.00,16.4887,82.3488
2018-12-17:12.00.00,16.85,82.45
2018-12-17:15.00.00,17.3601,82.6085
2018-12-17:18.00.00,17.8,82.75
