time,latitude,longitude
2011-12-25:12.00.00,8.85,88.4
2011-12-25:15.00.00,9.06148,88.3422
2011-12-25:18.00.00,9.3,88.25
2011-12-25:21.00.00,9.57183,88.1107
2011-12-26:00.00.00,9.8,88
2011-12-26:03.00.00,9.92125,87.9825
2011-12-26:06.00.00,10.3,87.95
2011-12-26:09.00.00,10.6043,87.9112
2011-12-26:12.00.00,10.85,87.85
2011-12-26:15.00.00,11.1118,87.7538
2011-12-26:18.00.00,11.3,87.65
2011-12-26:21.00.00,11.3825,87.5712
2011-12-27:00.00.00,11.7,87.5
2011-12-27:03.00.00,12.0037,87.1862
2011-12-27:06.00.00,12.05,87.1
2011-12-27:09.00.00,12.215,86.815
2011-12-27:12.00.00,12.4,86.55
2011-12-27:15.00.00,12.365,86.375
2011-12-27:18.00.00,12.3,85.95
2011-12-27:21.00.00,12.2387,85.7962
2011-12-28:00.00.00,12.2,85.4
2011-12-28:03.00.00,12.21,85.2463
2011-12-28:06.00.00,12.25,84.85
2011-12-28:09.00.00,12.3112,84.7288
2011-12-28:12.00.00,12.35,84.35
2011-12-28:15.00.00,12.3113,83.9324
2011-12-28:18.00.00,12.25,83.75
2011-12-28:21.00.00,12.2175,83.325
2011-12-29:00.00.00,12.1,82.9
2011-12-29:03.00.00,11.9462,82.4788
2011-12-29:06.00.00,11.95,82.05
2011-12-29:09.00.00,11.9538,81.7
2011-12-29:12.00.00,11.95,81.3
2011-12-29:15.00.00,11.9287,80.9712
2011-12-29:18.00.00,11.8,80.6
2011-12-29:21.00.00,11.775,80.275
2011-12-30:00.00.00,11.65,79.9
2011-12-30:03.00.00,11.5799,79.536
2011-12-30:06.00.00,11.6,79.1
2011-12-30:09.00.00,11.8151,78.6491
2011-12-30:12.00.00,12.15,78.2
