time,latitude,longitude
2003-05-08:12.00.00,5,91.3
2003-05-08:15.00.00,4.91,91.25
2003-05-08:18.00.00,4.8,91.2
2003-05-08:21.00.00,4.6575,91.15
2003-05-09:00.00.00,4.5,91.1
2003-05-09:03.00.00,4.31249,91.065
2003-05-09:06.00.00,4.2,91
2003-05-09:09.00.00,4.22501,90.865
2003-05-09:12.00.00,4.4,90.7
2003-05-09:15.00.00,4.69751,90.5425
2003-05-09:18.00.00,5.1,90.4
2003-05-09:21.00.00,5.53499,90.3
2003-05-10:00.00.00,6,90.2
2003-05-10:03.00.00,6.35999,90.152
2003-05-10:06.00.00,6.6,90.1
2003-05-10:09.00.00,7.19997,90.0642
2003-05-10:12.00.00,7.9,89.5
2003-05-10:15.00.00,8.12503,89.3113
2003-05-10:18.00.00,8.6,88.85
2003-05-10:21.00.00,8.82873,88.6675
2003-05-11:00.00.00,9.3,88.25
2003-05-11:03.00.00,9.77622,87.5963
2003-05-11:06.00.00,10.2,87.2
2003-05-11:09.00.00,10.2762,87.0462
2003-05-11:12.00.00,10.55,86.65
2003-05-11:15.00.00,10.5938,86.4987
2003-05-11:18.00.00,10.85,86.15
2003-05-11:21.00.00,10.76,86.1563
2003-05-12:00.00.00,10.7,86.2
2003-05-12:03.00.00,10.7987,86.1925
2003-05-12:06.00.00,10.95,86.2
2003-05-12:09.00.00,11.05,86.2712
2003-05-12:12.00.00,11.4,86.1
2003-05-12:15.00.00,11.5212,86.1512
2003-05-12:18.00.00,11.65,86.15
2003-05-12:21.00.00,11.7825,86.0651
2003-05-13:00.00.00,11.9,85.95
2003-05-13:03.00.00,12.2325,85.6137
2003-05-13:06.00.00,12.55,85.55
2003-05-13:09.00.00,12.625,85.5175
2003-05-13:12.00.00,12.7,85.5
2003-05-13:15.00.00,12.7675,85.4713
2003-05-13:18.00.00,13.1,85.45
2003-05-13:21.00.00,13.2175,85.4425
2003-05-14:00.00.00,13.6,85.45
2003-05-14:03.00.00,13.9825,85.46
2003-05-14:06.00.00,14.1,85.5
2003-05-14:09.00.00,14.4363,85.8425
2003-05-14:12.00.00,14.5,85.95
2003-05-14:15.00.00,14.5575,86.055
2003-05-14:18.00.00,14.6,86.1
2003-05-14:21.00.00,14.6475,86.2651
2003-05-15:00.00.00,14.65,86.15
2003-05-15:03.00.00,14.5575,86.0987
2003-05-15:06.00.00,14.45,86.1
2003-05-15:09.00.00,14.4063,86.16
2003-05-15:12.00.00,14.4,86.25
2003-05-15:15.00.00,14.4175,86.325
2003-05-15:18.00.00,14.45,86.4
2003-05-15:21.00.00,14.49,86.4862
2003-05-16:00.00.00,14.5,86.55
2003-05-16:03.00.00,14.4325,86.8225
2003-05-16:06.00.00,14.35,86.8
2003-05-16:09.00.00,14.3288,86.725
2003-05-16:12.00.00,14.3,86.9
2003-05-16:15.00.00,14.2112,86.8662
2003-05-16:18.00.00,14.1,86.9
2003-05-16:21.00.00,13.9925,87.0163
2003-05-17:00.00.00,13.9,87.2
2003-05-17:03.00.00,13.8275,87.66
2003-05-17:06.00.00,13.8,87.9
2003-05-17:09.00.00,13.8275,88.15
2003-05-17:12.00.00,13.9,88.65
2003-05-17:15.00.00,13.985,89.1325
2003-05-17:18.00.00,14.1,89.6
2003-05-17:21.00.00,14.2312,90.065
2003-05-18:00.00.00,14.4,90.5
2003-05-18:03.00.00,14.6212,90.8751
2003-05-18:06.00.00,14.85,91
2003-05-18:09.00.00,15.0288,91.1926
2003-05-18:12.00.00,15.2,91.65
2003-05-18:15.00.00,15.3963,91.8475
2003-05-18:18.00.00,15.85,92.25
2003-05-18:21.00.00,16.2999,92.3226
2003-05-19:00.00.00,16.75,92.6
2003-05-19:03.00.00,17.2037,92.8676
2003-05-19:06.00.00,17.9,93.15
2003-05-19:09.00.00,18.3213,93.2388
2003-05-19:12.00.00,18.7143,93.5857
2003-05-19:15.00.00,19.171,93.6629
2003-05-19:18.00.00,19.6333,94.0333
2003-05-19:21.00.00,20,94.5
