time,latitude,longitude
2019-10-28:12.00.00,10.6,118.2
2019-10-28:15.00.00,10.6075,117.897
2019-10-28:18.00.00,11.12,117.16
2019-10-28:21.00.00,11.5001,116.575
2019-10-28:00.00.00,11.8727,115.973
2019-10-29:03.00.00,12.1864,115.439
2019-10-29:06.00.00,12.3867,114.913
2019-10-29:09.00.00,12.6792,114.479
2019-10-29:12.00.00,12.875,113.95
2019-10-29:15.00.00,12.9775,113.331
2019-10-29:18.00.00,13.05,112.775
2019-10-29:21.00.00,13.1274,112.282
2019-10-30:00.00.00,13.175,111.7
2019-10-30:03.00.00,13.1626,111.188
2019-10-30:06.00.00,13.175,110.725
2019-10-30:09.00.00,13.1992,110.466
2019-10-30:12.00.00,13.275,110.125
2019-10-30:15.00.00,13.3693,109.52
2019-10-30:18.00.00,13.475,108.775
2019-10-30:21.00.00,13.5707,107.973
2019-10-31:00.00.00,13.65,107.175
2019-10-31:03.00.00,13.6818,106.499
2019-10-31:06.00.00,13.7143,105.929
2019-10-31:09.00.00,13.792,105.434
2019-10-31:12.00.00,13.86,104.9
2019-10-31:15.00.00,13.9014,104.269
2019-10-31:18.00.00,13.9667,103.567
2019-10-31:21.00.00,14.15,102.77
2019-11-01:00.00.00,14.3,102.2
2019-11-01:03.00.00,14.4298,101.763
2019-11-01:06.00.00,14.5,101.4
2019-11-01:09.00.00,14.4799,101.042
2019-11-01:12.00.00,14.4,100.7
2019-11-01:15.00.00,14.3074,100.35
2019-11-01:18.00.00,14.2,100
2019-11-01:21.00.00,14.1,99.635
2019-11-02:00.00.00,14,99.3
2019-11-02:03.00.00,13.8999,99.035
2019-11-02:06.00.00,13.8,98.8
2019-11-02:09.00.00,13.6999,98.565
2019-11-02:12.00.00,13.6,98.3
2019-11-02:15.00.00,13.4924,97.98
2019-11-02:18.00.00,13.4,97.6
2019-11-02:21.00.00,13.3351,97.15
2019-11-03:00.00.00,13.3,96.7
2019-11-03:03.00.00,13.2924,96.3275
2019-11-03:06.00.00,13.3,96
2019-11-03:09.00.00,13.3074,95.6925
2019-11-03:12.00.00,13.3,95.4
2019-11-03:15.00.00,13.2649,95.1075
2019-11-03:18.00.00,13.2,94.8
2019-11-03:21.00.00,13.1074,94.4725
2019-11-04:00.00.00,13,94.1
2019-11-04:03.00.00,12.885,93.6649
2019-11-04:06.00.00,12.8,93.2
2019-11-04:09.00.00,12.785,92.7351
2019-11-04:12.00.00,12.8,92.3
2019-11-04:15.00.00,12.7999,91.9275
2019-11-04:18.00.00,12.8,91.6
2019-11-04:21.00.00,12.8,91.2775
2019-11-05:00.00.00,12.86,91.1
2019-11-05:03.00.00,12.895,90.8617
2019-11-05:06.00.00,12.9286,90.6429
2019-11-05:09.00.00,12.9949,90.3648
2019-11-05:12.00.00,13.05,90.1
2019-11-05:15.00.00,13.0675,89.88
2019-11-05:18.00.00,13.1,89.75
2019-11-05:21.00.00,13.2089,89.7545
2019-11-06:00.00.00,13.3,89.8
2019-11-06:03.00.00,13.2787,89.7825
2019-11-06:06.00.00,13.25,89.7
2019-11-06:09.00.00,13.2868,89.6675
2019-11-06:12.00.00,13.4,89.65
2019-11-06:15.00.00,13.5987,89.6187
2019-11-06:18.00.00,13.85,89.55
2019-11-06:21.00.00,14.0659,89.4113
2019-11-07:00.00.00,14.35,89.25
2019-11-07:03.00.00,14.7537,89.1175
2019-11-07:06.00.00,15.2,88.7
2019-11-07:09.00.00,15.425,88.4499
2019-11-07:12.00.00,15.75,88.15
2019-11-07:15.00.00,16.0388,87.9601
2019-11-07:18.00.00,16.3,87.8
2019-11-07:21.00.00,16.5925,87.7274
2019-11-08:00.00.00,16.95,87.7
2019-11-08:03.00.00,17.2963,87.725
2019-11-08:06.00.00,17.7,87.75
2019-11-08:09.00.00,18.1825,87.7575
2019-11-08:12.00.00,18.6,87.75
2019-11-08:15.00.00,19.1075,87.7788
2019-11-08:18.00.00,19.3,87.7
2019-11-08:21.00.00,19.625,87.7213
2019-11-09:00.00.00,20,87.65
2019-11-09:03.00.00,20.3575,87.635
2019-11-09:06.00.00,20.6,87.75
2019-11-09:09.00.00,20.8733,87.8597
2019-11-09:12.00.00,21.15,88.05
2019-11-09:15.00.00,21.4,88.25
2019-11-09:18.00.00,21.6,88.6
2019-11-09:21.00.00,21.8267,89.0501
2019-11-10:00.00.00,22,89.45
2019-11-10:03.00.00,22.15,89.7612
2019-11-10:06.00.00,22.3,90.1
2019-11-10:09.00.00,22.4324,90.2938
2019-11-10:12.00.00,22.55,90.55
2019-11-10:15.00.00,22.6432,90.8333
2019-11-10:18.00.00,22.75,91.1
2019-11-10:21.00.00,22.9085,91.3159
2019-11-11:00.00.00,23.1,91.5
