time,latitude,longitude
2010-10-19:12.00.00,16.7,92.6
2010-10-19:15.00.00,16.8075,92.4376
2010-10-19:18.00.00,16.9,92.3
2010-10-19:21.00.00,16.965,92.2
2010-10-20:00.00.00,17,92.1
2010-10-20:03.00.00,17.0225,91.9575
2010-10-20:06.00.00,17,91.8
2010-10-20:09.00.00,16.8775,91.6199
2010-10-20:12.00.00,16.94,91.5
2010-10-20:15.00.00,17.1133,91.5233
2010-10-20:18.00.00,17.2714,91.5571
2010-10-20:21.00.00,17.3537,91.5175
2010-10-21:00.00.00,17.4,91.5
2010-10-21:03.00.00,17.4463,91.5563
2010-10-21:06.00.00,17.5,91.65
2010-10-21:09.00.00,17.5713,91.7537
2010-10-21:12.00.00,17.9,92.1
2010-10-21:15.00.00,17.9712,92.1575
2010-10-21:18.00.00,18.05,92.2
2010-10-21:21.00.00,18.3925,92.4926
2010-10-22:00.00.00,18.5,92.55
2010-10-22:03.00.00,18.86,92.8963
2010-10-22:06.00.00,19,93
2010-10-22:09.00.00,19.4425,93.3213
2010-10-22:12.00.00,19.8,93.4
2010-10-22:15.00.00,20.0748,93.4915
2010-10-22:18.00.00,20.5,93.9
2010-10-22:21.00.00,20.6966,94.1997
2010-10-23:00.00.00,21.1714,94.7857
2010-10-23:03.00.00,21.643,95.1921
2010-10-23:06.00.00,22.08,95.5
2010-10-23:09.00.00,22.4372,95.7976
2010-10-23:12.00.00,22.7,96.2
2010-10-23:15.00.00,22.8412,96.6738
2010-10-23:18.00.00,23,97.4
2010-10-23:21.00.00,23.3056,98.49
2010-10-24:00.00.00,23.7,99.8
