time,latitude,longitude
2009-05-22:18.00.00,16.9,88.8
2009-05-22:21.00.00,16.7475,88.77
2009-05-23:00.00.00,16.7,88.8
2009-05-23:03.00.00,16.82,88.9149
2009-05-23:06.00.00,16.9,88.8
2009-05-23:09.00.00,16.8792,88.5943
2009-05-23:12.00.00,16.9,88.4571
2009-05-23:15.00.00,17.0501,88.4998
2009-05-23:18.00.00,17.25,88.6
2009-05-23:21.00.00,17.2148,88.5708
2009-05-24:00.00.00,17.35,88.5
2009-05-24:03.00.00,17.9137,88.45
2009-05-24:06.00.00,18,88.4
2009-05-24:09.00.00,18.1138,88.3425
2009-05-24:12.00.00,18.5,88.3
2009-05-24:15.00.00,18.885,88.2925
2009-05-24:18.00.00,19.05,88.3
2009-05-24:21.00.00,19.7375,88.0426
2009-05-25:00.00.00,20,88.05
2009-05-25:03.00.00,20.635,88.0961
2009-05-25:06.00.00,21.55,88.15
2009-05-25:09.00.00,22.1362,88.1788
2009-05-25:12.00.00,22.7,88.2
2009-05-25:15.00.00,23.2675,88.2213
2009-05-25:18.00.00,23.85,88.25
2009-05-25:21.00.00,24.4825,88.2925
2009-05-26:00.00.00,25.35,88.35
2009-05-26:03.00.00,25.8975,88.4211
2009-05-26:06.00.00,26.9,88.75
