time,latitude,longitude
2007-05-12:21.00.00,15,90.5
2007-05-13:00.00.00,14.8,90.7333
2007-05-13:03.00.00,14.852,90.81
2007-05-13:06.00.00,15.2429,90.8429
2007-05-13:09.00.00,15.3675,90.8751
2007-05-13:12.00.00,15.55,90.85
2007-05-13:15.00.00,15.9637,90.8563
2007-05-13:18.00.00,16.15,90.9
2007-05-13:21.00.00,16.6313,91.2536
2007-05-14:00.00.00,17.15,91.35
2007-05-14:03.00.00,17.9387,91.6077
2007-05-14:06.00.00,18.75,91.6
2007-05-14:09.00.00,19.2914,91.6628
2007-05-14:12.00.00,19.8667,91.9333
2007-05-14:15.00.00,20.57,91.9942
2007-05-14:18.00.00,21.2,92.1
2007-05-14:21.00.00,22.0625,92.2394
2007-05-15:00.00.00,23,92.4
