time,latitude,longitude
2018-09-19:18.00.00,17.2,89
2018-09-19:21.00.00,17.2333,88.3333
2018-09-19:00.00.00,17.2008,87.8278
2018-09-20:03.00.00,17.2,87.3714
2018-09-20:06.00.00,17.2949,87.1223
2018-09-20:09.00.00,17.55,87
2018-09-20:12.00.00,17.9065,86.5916
2018-09-20:15.00.00,18.3,86.1
2018-09-20:18.00.00,18.6284,85.7661
2018-09-20:21.00.00,19.05,85.15
2018-09-21:00.00.00,19.4153,84.3977
2018-09-21:03.00.00,19.75,83.55
2018-09-21:06.00.00,20.067,82.5318
2018-09-21:09.00.00,20.4857,81.5286
2018-09-21:12.00.00,20.9063,80.7106
2018-09-21:15.00.00,21.24,80.08
2018-09-21:18.00.00,21.3621,79.4934
2018-09-21:21.00.00,21.4,78.7
2018-09-22:00.00.00,21.7585,77.7599
2018-09-22:03.00.00,22.3,76.9
2018-09-22:06.00.00,22.9,76.3
2018-09-22:09.00.00,22.9,76.3
