time,latitude,longitude
2009-04-14:00.00.00,12.6,87.7
2009-04-14:03.00.00,12.7151,87.95
2009-04-14:06.00.00,12.7,88.1
2009-04-14:09.00.00,12.4939,88.0599
2009-04-14:12.00.00,12.3667,87.9333
2009-04-14:15.00.00,12.3683,87.7586
2009-04-14:18.00.00,12.5,87.65
2009-04-14:21.00.00,12.7873,87.7294
2009-04-15:00.00.00,13.25,87.7
2009-04-15:03.00.00,13.8538,87.3015
2009-04-15:06.00.00,14.45,87.1
2009-04-15:09.00.00,14.959,86.6816
2009-04-15:12.00.00,15.4,86.3
2009-04-15:15.00.00,15.79,86.2274
2009-04-15:18.00.00,16.15,86.2
2009-04-15:21.00.00,16.2637,86.1813
2009-04-16:00.00.00,16.65,85.95
2009-04-16:03.00.00,17.0888,86.01
2009-04-16:06.00.00,17.55,86.1
2009-04-16:09.00.00,18.0037,86.1888
2009-04-16:12.00.00,18.45,86.55
2009-04-16:15.00.00,18.6212,86.6814
2009-04-16:18.00.00,19.3,87.1
2009-04-16:21.00.00,19.7712,87.5526
2009-04-17:00.00.00,20.25,88.05
2009-04-17:03.00.00,20.4612,88.585
2009-04-17:06.00.00,20.9,89.15
2009-04-17:09.00.00,21.2842,89.7573
2009-04-17:12.00.00,21.4333,90.4
2009-04-17:15.00.00,21.7257,91.2603
2009-04-17:18.00.00,21.9,91.8
2009-04-17:21.00.00,22.1481,92.4369
2009-04-18:00.00.00,22.4,93.1
