time,latitude,longitude
2015-10-27:12.00.00,10.7,65.1
2015-10-27:15.00.00,10.89,65.005
2015-10-27:18.00.00,11.1,64.9
2015-10-27:21.00.00,11.3425,64.785
2015-10-28:00.00.00,11.6,64.7
2015-10-28:03.00.00,11.7554,64.7327
2015-10-28:06.00.00,12,64.7667
2015-10-28:09.00.00,12.3515,64.7942
2015-10-28:12.00.00,12.65,64.8
2015-10-28:15.00.00,12.875,64.7574
2015-10-28:18.00.00,13.05,64.65
2015-10-28:21.00.00,13.2938,64.4035
2015-10-28:00.00.00,13.55,64.25
2015-10-29:03.00.00,13.7,64.0938
2015-10-29:06.00.00,13.85,63.75
2015-10-29:09.00.00,14.015,63.4575
2015-10-29:12.00.00,14.15,63.2
2015-10-29:15.00.00,14.265,62.7749
2015-10-29:18.00.00,14.25,62.45
2015-10-29:21.00.00,14.2537,62.2
2015-10-30:00.00.00,14.25,61.8
2015-10-30:03.00.00,14.2288,61.4712
2015-10-30:06.00.00,14.2,61.1
2015-10-30:09.00.00,14.125,60.8175
2015-10-30:12.00.00,14.05,60.6
2015-10-30:15.00.00,13.975,60.3788
2015-10-30:18.00.00,13.9,60.15
2015-10-30:21.00.00,13.8712,59.8612
2015-10-31:00.00.00,13.85,59.55
2015-10-31:03.00.00,13.7963,59.1575
2015-10-31:06.00.00,13.8,58.7
2015-10-31:09.00.00,13.8037,58.2963
2015-10-31:12.00.00,13.8,57.9
2015-10-31:15.00.00,13.7787,57.525
2015-10-31:18.00.00,13.75,57.2
2015-10-31:21.00.00,13.675,56.8
2015-11-01:00.00.00,13.65,56.4
2015-11-01:03.00.00,13.5712,56.0825
2015-11-01:06.00.00,13.55,55.65
2015-11-01:09.00.00,13.55,55.165
2015-11-01:12.00.00,13.55,54.65
2015-11-01:15.00.00,13.5325,54.175
2015-11-01:18.00.00,13.4,53.65
2015-11-01:21.00.00,13.2924,53.0962
2015-11-02:00.00.00,13.2,52.55
2015-11-02:03.00.00,13.2137,52.1501
2015-11-02:06.00.00,13.3,51.6
2015-11-02:09.00.00,13.3175,51.0499
2015-11-02:12.00.00,13.4,50.55
2015-11-02:15.00.00,13.5175,50.0388
2015-11-02:18.00.00,13.7,49.6
2015-11-02:21.00.00,13.8402,49.2801
2015-11-03:00.00.00,14,48.85
2015-11-03:03.00.00,14.1,48.4
2015-11-03:06.00.00,14.05,47.85
2015-11-03:09.00.00,14.0528,47.6358
2015-11-03:12.00.00,14.1143,47.4286
2015-11-03:15.00.00,14.1799,47.2379
2015-11-03:18.00.00,14.3,47.1
2015-11-03:21.00.00,14.5175,46.7959
2015-11-04:00.00.00,14.8,46.5
