time,latitude,longitude
2017-04-14:00.00.00,8.2,85.3
2017-04-14:03.00.00,8.80259,85.6973
2017-04-14:06.00.00,9.4,86.1
2017-04-14:09.00.00,9.97997,86.5075
2017-04-14:12.00.00,10.5,86.9
2017-04-14:15.00.00,10.9074,87.2503
2017-04-14:18.00.00,11.3,87.6
2017-04-14:21.00.00,11.7774,87.9777
2017-04-15:00.00.00,12.24,88.32
2017-04-15:03.00.00,12.7433,88.6949
2017-04-15:06.00.00,13.3143,89.2286
2017-04-15:09.00.00,13.765,89.6826
2017-04-15:12.00.00,14.25,90.2
2017-04-15:15.00.00,14.7087,90.6664
2017-04-15:18.00.00,15.1,91.05
2017-04-15:21.00.00,15.3912,91.3428
2017-04-16:00.00.00,16,91.95
2017-04-16:03.00.00,16.6463,92.4534
2017-04-16:06.00.00,17.2,92.9
2017-04-16:09.00.00,17.7299,93.2403
2017-04-16:12.00.00,18.1,93.6
2017-04-16:15.00.00,18.4536,93.8853
2017-04-16:18.00.00,18.8,94.25
2017-04-16:21.00.00,19.3178,94.8482
2017-04-17:00.00.00,19.8,95.4
