time,latitude,longitude
2002-11-09:18.00.00,11.7,82.5
2002-11-09:21.00.00,11.805,82.5025
2002-11-10:00.00.00,11.9,82.5
2002-11-10:03.00.00,11.988,82.494
2002-11-10:06.00.00,12.0667,82.5
2002-11-10:09.00.00,12.1397,82.5157
2002-11-10:12.00.00,12.25,82.55
2002-11-10:15.00.00,12.4837,82.6063
2002-11-10:18.00.00,12.8,82.7
2002-11-10:21.00.00,13.1541,82.7804
2002-11-11:00.00.00,13.55,83
2002-11-11:03.00.00,13.9563,83.4463
2002-11-11:06.00.00,14.4,83.9
2002-11-11:09.00.00,14.8812,84.3326
2002-11-11:12.00.00,15.65,84.75
2002-11-11:15.00.00,15.9387,84.6501
2002-11-11:18.00.00,16.25,84.8
2002-11-11:21.00.00,16.7575,84.9571
2002-11-12:00.00.00,18.4,86.4
2002-11-12:03.00.00,19.6086,86.8839
2002-11-12:06.00.00,20.9143,87.4571
2002-11-12:09.00.00,22.3415,88.3949
2002-11-12:12.00.00,23.7333,89.7333
2002-11-12:15.00.00,25,91.5
