time,latitude,longitude
2020-11-29:12.00.00,6.4,90.4
2020-11-29:15.00.00,6.62505,89.7724
2020-11-29:18.00.00,6.9,89.1
2020-11-29:21.00.00,7.23762,88.3827
2020-11-30:00.00.00,7.5,88
2020-11-30:03.00.00,7.7,87.7
2020-11-30:06.00.00,7.62857,87.4
2020-11-30:09.00.00,7.58725,87.236
2020-11-30:12.00.00,7.7,87
2020-11-30:15.00.00,7.5,86.95
2020-11-30:18.00.00,7.6,86.6
2020-11-30:21.00.00,7.5,86.4
2020-12-01:00.00.00,7.8,86
2020-12-01:03.00.00,7.8,85.7
2020-12-01:06.00.00,7.8,85.3
2020-12-01:09.00.00,7.6,85.1
2020-12-01:12.00.00,7.9,84.8
2020-12-01:15.00.00,7.9,84.5
2020-12-01:18.00.00,8.1,84.2
2020-12-01:21.00.00,8.4,83.4
2020-12-02:00.00.00,8.6,83
2020-12-02:03.00.00,8.7,82.5
2020-12-02:06.00.00,8.8,82.2
2020-12-02:09.00.00,8.8,81.8
2020-12-02:12.00.00,8.8,81.4
2020-12-02:15.00.00,8.8,81.4
2020-12-02:18.00.00,8.9,80.9
2020-12-02:21.00.00,8.99252,80.8
2020-12-03:00.00.00,9,80.3
2020-12-03:03.00.00,9.14245,80.2
2020-12-03:06.00.00,9.3,79.7
2020-12-03:09.00.00,9.36877,79.3
2020-12-03:12.00.00,9.4,79.6
2020-12-03:15.00.00,9.38999,79.4137
2020-12-03:18.00.00,9.3,79.3
2020-12-03:21.00.00,9.25,79.2712
2020-12-04:00.00.00,9.2,79.25
2020-12-04:03.00.00,9.13578,79.2159
2020-12-04:06.00.00,9.15,79.25
2020-12-04:09.00.00,9.3,79.4
2020-12-04:12.00.00,9.35,79.4
2020-12-04:15.00.00,9.27048,79.3033
2020-12-04:18.00.00,9.15,79.2
2020-12-04:21.00.00,9.09428,79.2886
2020-12-05:00.00.00,9.1,79.38
2020-12-05:03.00.00,9.20501,79.535
2020-12-05:06.00.00,9.5,80.1
