time,latitude,longitude
2018-05-15:18.00.00,11.3,53.7
2018-05-15:21.00.00,11.6426,53.2126
2018-05-15:00.00.00,12,52.7
2018-05-16:03.00.00,12.3725,52.1501
2018-05-16:06.00.00,12.7,51.6
2018-05-16:09.00.00,12.9449,51.0849
2018-05-16:12.00.00,13.08,50.48
2018-05-16:15.00.00,13.1602,50.0101
2018-05-16:18.00.00,13.2,49.6571
2018-05-16:21.00.00,13.2105,49.388
2018-05-17:00.00.00,13.2,49.15
2018-05-17:03.00.00,13.2074,48.915
2018-05-17:06.00.00,13.1,48.65
2018-05-17:09.00.00,13.0725,48.4263
2018-05-17:12.00.00,13,48.1
2018-05-17:15.00.00,12.8614,47.6674
2018-05-17:18.00.00,12.6,47.25
2018-05-17:21.00.00,12.4099,46.9276
2018-05-18:00.00.00,12.15,46.5
2018-05-18:03.00.00,11.9887,46.2175
2018-05-18:06.00.00,11.85,45.95
2018-05-18:09.00.00,11.7037,45.6463
2018-05-18:12.00.00,11.55,45.5
2018-05-18:15.00.00,11.3787,45.3
2018-05-18:18.00.00,11.25,45.1
2018-05-18:21.00.00,11.125,44.95
2018-05-19:00.00.00,11,44.75
2018-05-19:03.00.00,10.825,44.45
2018-05-19:06.00.00,10.7,44.2
2018-05-19:09.00.00,10.525,44
2018-05-19:12.00.00,10.35,43.75
2018-05-19:15.00.00,10.2072,43.5744
2018-05-19:18.00.00,10.1,43.4
2018-05-19:21.00.00,10.0174,43.1215
2018-05-20:00.00.00,9.95714,42.8571
2018-05-20:03.00.00,9.87035,43.0025
2018-05-20:06.00.00,9.75155,43.7657
