time,latitude,longitude
2020-05-15:06.00.00,9.51,87.52
2020-05-15:09.00.00,9.50504,87.24
2020-05-15:12.00.00,9.52,87.03
2020-05-15:15.00.00,9.48499,86.785
2020-05-15:18.00.00,9.52,86.6
2020-05-15:21.00.00,9.58497,86.45
2020-05-16:00.00.00,9.84,86.44
2020-05-16:03.00.00,10.09,86.2134
2020-05-16:06.00.00,10.3286,86.0714
2020-05-16:09.00.00,10.4925,86.1062
2020-05-16:12.00.00,10.6,86.15
2020-05-16:15.00.00,10.7537,86.125
2020-05-16:18.00.00,10.9,86.1
2020-05-16:21.00.00,11.075,86.125
2020-05-17:00.00.00,11.2,86.1
2020-05-17:03.00.00,11.2962,86.125
2020-05-17:06.00.00,11.45,86.15
2020-05-17:09.00.00,11.6387,86.1713
2020-05-17:12.00.00,11.9,86.2
2020-05-17:15.00.00,12.4675,86.3612
2020-05-17:18.00.00,12.51,86.35
2020-05-17:21.00.00,12.865,86.4651
2020-05-18:00.00.00,13.15,86.35
2020-05-18:03.00.00,13.2713,86.235
2020-05-18:06.00.00,13.4,86.2
2020-05-18:09.00.00,13.71,86.235
2020-05-18:12.00.00,14.05,86.35
2020-05-18:15.00.00,14.475,86.45
2020-05-18:18.00.00,14.85,86.55
2020-05-18:21.00.00,15.1637,86.65
2020-05-19:00.00.00,15.55,86.77
2020-05-19:03.00.00,15.9963,86.8537
2020-05-19:06.00.00,16.51,86.95
2020-05-19:09.00.00,16.95,86.9788
2020-05-19:12.00.00,17.35,87.05
2020-05-19:15.00.00,17.9462,87.1176
2020-05-19:18.00.00,18.35,87.2
2020-05-19:21.00.00,18.7137,87.2638
2020-05-20:00.00.00,19.15,87.52
2020-05-20:03.00.00,19.795,87.6963
2020-05-20:06.00.00,20.55,87.95
2020-05-20:09.00.00,21.3674,88.0853
