,Pmin
0,1010.721875
1,1009.023125
2,1008.34625
3,1009.261875
4,1008.549375
5,1007.53
6,1007.899375
7,1009.141875
8,1008.61375
9,1006.93125
10,1004.821875
11,1007.129375
12,1006.144375
13,1005.410625
14,1004.3275
15,1005.8125
16,1005.36875
17,1004.243125
18,1004.445
19,1005.974375
20,1005.4625
21,1004.536875
22,1004.255625
23,1005.623125
24,1004.71625
25,1002.235
26,1003.32125
27,1003.2575
28,1000.461875
29,997.775
30,997.313125
31,997.096875
32,995.760625
33,994.1275
34,992.489375
35,992.76
36,991.704375
37,991.645
38,994.09875
39,996.275
40,996.11375
41,996.259375
42,997.41
43,998.428125
44,998.230625
45,997.260625
46,998.829375
47,999.59
48,999.79625
49,999.49125
50,999.95125
51,1000.290625
52,1000.81625
53,1000.79875
54,1001.740625
55,1000.990625
56,999.566875
57,997.95
58,998.991875
59,999.93375
60,999.55375
61,999.2175
62,998.216875
63,999.65625
64,999.520625
65,1000.396875
66,998.275
67,1000.2175
68,1000.68875
69,1001.398125
70,1003.8525
71,1005.04625
72,1005.76375
73,1006.15125
74,1006.095
75,1006.594375
76,1006.698125
77,1007.183125
78,1009.420625
79,1010.74
80,1011.28375
81,1011.224375
82,1010.95
83,1011.69875
84,1011.26875
85,1010.28625
86,1009.735625
87,1008.57625
88,1006.54
