,in_vor200,in_vor600,in_vor850,in_hum200,in_hum600,in_hum850
0,2.3780126866768114e-05,7.992243627086282e-05,9.47191147133708e-05,95.30747985839844,84.02886962890625,91.20471954345703
1,3.0853487260174006e-05,8.368532871827483e-05,9.715584019431844e-05,99.06698608398438,89.80607604980469,90.45730590820312
2,3.697088686749339e-05,9.125762153416872e-05,0.00010316807311028242,98.4051284790039,89.46373748779297,92.73548126220703
3,2.94234214379685e-05,9.142290946329013e-05,9.998211316997185e-05,92.1586685180664,88.4436264038086,93.98792266845703
4,3.440608270466328e-05,0.00010418682359158993,0.00011819927021861076,86.4933090209961,87.06779479980469,96.75389862060547
5,4.637619713321328e-05,0.00010478612966835499,0.00012321642134338617,87.1851806640625,88.39570617675781,97.77438354492188
6,4.502921365201473e-05,0.00010087119153467938,0.00011570310743991286,85.72858428955078,88.46234893798828,97.37761688232422
7,3.9905658923089504e-05,0.00010180415119975805,0.00011870777234435081,89.11370849609375,87.3932113647461,98.80728912353516
8,4.090287256985903e-05,9.873765520751476e-05,0.00010891864076256752,86.45426940917969,84.75222778320312,98.27092742919922
9,4.053238080814481e-05,9.920867159962654e-05,0.00011040631216019392,88.10708618164062,89.89791870117188,94.18608856201172
10,3.724696580320597e-05,0.00010549125727266073,0.00010450836271047592,88.4337387084961,90.05892944335938,94.42949676513672
11,2.812017555697821e-05,0.0001027752150548622,9.984454663936049e-05,89.81910705566406,89.74236297607422,96.1484146118164
12,1.9525992684066296e-05,0.00010544178076088428,0.00011216034181416035,97.7459716796875,90.32482147216797,96.20574951171875
13,3.5741482861340046e-05,0.00010737328557297587,0.00011567212641239166,90.47669982910156,89.38337707519531,94.204345703125
14,2.363847306696698e-05,0.00010232167551293969,0.00010358899453422055,89.74202728271484,89.53787231445312,93.93499755859375
15,1.6232559573836625e-05,9.585738007444888e-05,9.508414223091677e-05,76.00863647460938,89.23724365234375,94.43891906738281
16,1.600058749318123e-05,9.629782289266586e-05,9.485462214797735e-05,66.22494506835938,84.55644226074219,94.5522232055664
17,1.5054436516948044e-05,8.338133920915425e-05,8.84620167198591e-05,73.55380249023438,88.46503448486328,92.8251953125
18,1.3436947483569384e-05,8.54542595334351e-05,9.557954035699368e-05,77.23591613769531,90.7263412475586,94.75169372558594
19,1.1493150850583334e-05,8.659336162963882e-05,9.0913956228178e-05,84.53038787841797,89.55309295654297,95.87036895751953
20,3.5086413845419884e-06,8.676154538989067e-05,0.00010089692659676075,86.88827514648438,88.45553588867188,97.21968841552734
21,-1.0115980330738239e-05,8.805695688351989e-05,8.897041698219255e-05,81.67910766601562,89.17066192626953,96.28837585449219
22,-6.945149380044313e-06,8.103480649879202e-05,8.565968892071396e-05,83.74801635742188,90.44287872314453,96.0004653930664
23,4.8718707148509566e-06,7.587546861032024e-05,8.787506521912292e-05,84.58488464355469,89.72199249267578,95.65931701660156
24,5.812617018818855e-06,7.296761032193899e-05,9.562238119542599e-05,82.73130798339844,84.0843505859375,93.6253890991211
25,1.1130030543426983e-05,7.371589163085446e-05,8.959858678281307e-05,81.06587982177734,86.58943939208984,92.48268127441406
26,1.0070158168673515e-05,6.639526691287756e-05,8.435361087322235e-05,79.32190704345703,89.37879943847656,95.58829498291016
27,2.4380724426009692e-05,5.9733276430051774e-05,7.870476838434115e-05,91.63740539550781,89.48411560058594,95.26605224609375
