,w10max
0,9.910554885864258
1,11.091282844543457
2,10.869379043579102
3,10.110404968261719
4,10.235336303710938
5,10.322027206420898
6,11.43748950958252
7,11.132278442382812
8,11.235169410705566
9,12.037532806396484
10,12.029953956604004
11,13.133711814880371
12,14.07192611694336
13,13.191901206970215
14,14.745484352111816
15,15.485210418701172
16,15.52911376953125
17,15.63935375213623
18,17.469757080078125
19,18.644014358520508
20,16.34024429321289
21,15.509350776672363
22,17.15378189086914
23,16.81912612915039
24,16.67177963256836
25,17.812232971191406
26,17.975393295288086
27,18.47695541381836
28,18.381200790405273
29,17.47067642211914
30,18.06109046936035
31,18.0163516998291
32,18.838951110839844
33,19.239999771118164
34,19.397550582885742
35,20.50834846496582
36,20.503684997558594
37,20.09921646118164
38,19.4310245513916
39,20.269460678100586
40,19.676071166992188
41,18.500951766967773
42,19.384958267211914
43,20.280988693237305
44,20.287784576416016
45,20.827987670898438
46,20.151477813720703
47,19.499841690063477
48,19.73215103149414
49,20.36993408203125
50,19.31736946105957
51,19.879594802856445
52,20.56964111328125
53,20.913249969482422
54,20.936397552490234
55,19.913373947143555
56,20.78438377380371
57,21.65941619873047
58,21.38138198852539
59,21.359268188476562
60,21.78288459777832
61,22.894912719726562
62,22.836265563964844
63,22.295650482177734
64,21.634687423706055
65,21.29242706298828
66,22.49481773376465
67,22.505863189697266
68,22.140506744384766
69,21.78792381286621
70,21.994722366333008
71,23.07830047607422
72,21.996355056762695
73,22.31297492980957
74,22.540687561035156
75,24.349842071533203
76,23.215438842773438
77,20.70587730407715
78,22.210861206054688
79,22.29104995727539
80,23.063756942749023
81,23.329166412353516
82,23.707523345947266
83,21.5559139251709
84,22.790998458862305
85,22.13327407836914
86,18.131088256835938
87,18.099239349365234
88,18.849828720092773
89,18.848691940307617
90,19.804950714111328
91,19.671724319458008
92,21.845474243164062
93,22.819072723388672
94,19.88515853881836
95,19.083168029785156
96,18.95370101928711
97,17.680580139160156
98,18.4990177154541
99,17.886816024780273
100,17.082958221435547
101,16.514293670654297
102,17.164867401123047
103,17.91443634033203
104,18.38865089416504
105,16.806110382080078
106,16.798776626586914
107,16.496841430664062
108,16.635040283203125
109,17.04779052734375
110,16.03708267211914
111,15.773209571838379
112,15.312172889709473
113,15.312806129455566
114,14.664327621459961
115,14.612323760986328
116,15.004706382751465
117,15.645365715026855
118,15.336092948913574
