,w10max
0,12.81070613861084
1,13.00704574584961
2,13.547088623046875
3,13.642791748046875
4,13.632625579833984
5,13.343667984008789
6,12.927780151367188
7,12.746223449707031
8,12.224106788635254
9,11.948492050170898
10,11.177571296691895
11,10.82674789428711
12,10.074336051940918
13,9.95630931854248
14,12.064565658569336
15,11.766955375671387
16,12.041406631469727
17,11.581990242004395
18,11.59283447265625
19,12.690813064575195
20,14.168861389160156
21,15.304304122924805
22,16.849979400634766
23,17.52680206298828
24,16.5157413482666
25,17.6181583404541
26,14.907922744750977
27,14.22309684753418
28,15.10689640045166
29,15.751181602478027
30,15.373046875
31,14.667974472045898
32,14.57021713256836
33,13.20361042022705
34,13.188061714172363
35,11.861559867858887
36,11.466279029846191
37,11.632034301757812
38,9.935279846191406
39,10.06908130645752
40,10.023853302001953
41,9.17203140258789
42,8.66671371459961
43,9.165974617004395
44,8.677410125732422
45,9.136772155761719
46,8.847288131713867
