,Pmin
0,1005.100625
1,1005.988125
2,1006.94375
3,1005.261875
4,1003.821875
5,1004.531875
6,1006.541875
7,1005.196875
8,1003.056875
9,1004.361875
10,1005.82625
11,1005.25625
12,1003.590625
13,1003.9325
14,1005.778125
15,1005.001875
16,1002.668125
17,1003.785625
18,1004.8375
19,1004.0925
20,1000.300625
21,1001.53
22,1004.24875
23,1004.26
24,1003.593125
25,1004.803125
26,1006.73125
27,1007.876875
28,1006.73375
29,1006.926875
30,1008.98
31,1009.145
32,1007.819375
33,1008.373125
34,1009.670625
35,1010.425
36,1009.604375
37,1009.925625
38,1011.625
39,1011.8525
40,1009.973125
41,1010.138125
42,1011.3675
43,1011.861875
44,1011.14125
45,1011.22125
46,1012.49125
47,1013.07375
48,1012.266875
49,1012.405625
50,1013.39
51,1013.89375
52,1012.6875
53,1012.378125
54,1013.620625
55,1013.973125
56,1012.6475
