,outshear850-200,out_vor200,out_vor600,out_vor850,out_hum200,out_hum600,out_hum850
0,10.699344998001434,-6.895124935448417e-06,-7.869839992884284e-07,-4.3227095775213475e-06,71.17678588554573,75.0367287679332,72.56899907208083
1,10.072425516198079,-9.24551859498024e-06,-9.574616948763529e-07,-4.578808632989724e-06,73.67015517453352,75.36671742399534,73.2164875159661
2,9.80881138278637,-1.0809034574776887e-05,-1.0782154276967048e-06,-4.436587914824486e-06,73.70758076806864,74.90992526983221,73.44527731488148
3,9.61705977974149,-1.1889492937674124e-05,-1.1338309074441591e-06,-4.7068654869993525e-06,73.12303517659505,74.58378957087795,74.16839033315578
4,10.838342661069085,-1.373679842799902e-05,-2.8860134383042653e-07,-4.866618352631728e-06,72.4214485724767,74.08072210401296,74.47638142903646
5,10.656136080723567,-1.4448398724198342e-05,-7.09745412071546e-07,-5.163780103127162e-06,67.67184170335531,73.84315433253845,74.269287109375
6,10.082455728837521,-1.4822394587099551e-05,-1.158014250298341e-06,-5.223959063490232e-06,64.32669373676181,72.62599168717861,73.70345412343741
7,9.88962330558063,-1.738288080420237e-05,-1.9023384265137905e-06,-5.318422867487575e-06,60.65200691698003,70.29183316354435,73.21429872710675
8,9.819726053082073,-1.7221085727214813e-05,-1.8950318917632104e-06,-5.670132425924142e-06,63.21691636741161,68.98589163571596,74.42948862711589
9,9.653263799695802,-1.7191721902539332e-05,-2.393312752246857e-06,-5.230222207804521e-06,66.89960135519505,70.15465942273538,76.71139933268229
10,9.712804433583127,-1.6176479402929544e-05,-3.636411080757777e-06,-5.148366714517275e-06,70.3955083720386,69.17982305114468,76.51475434402624
11,8.992524321421428,-1.6775043078416117e-05,-4.1515597323906374e-06,-4.902260795359295e-06,71.1551033312849,69.14798261713685,78.29940729418236
12,8.696213124991239,-1.7337039268265167e-05,-5.737490331133206e-06,-6.402904788653056e-06,72.39466165155173,69.70530931105216,77.66342112223307
13,8.665811429308572,-1.910982731108864e-05,-5.486382481952508e-06,-5.691529562075933e-06,73.96024580871065,70.18125762939454,77.34967932105064
14,8.701847406468975,-2.071596294020613e-05,-5.300024834771951e-06,-5.476316437125206e-06,75.21464670399824,69.65476305882136,75.81290638844172
15,8.67886304447117,-2.233464037999511e-05,-4.785965817670027e-06,-5.059239144126574e-06,74.25952991098166,68.66948850105206,75.8640848795573
16,9.120939619800387,-2.1711663187791903e-05,-5.438209821780523e-06,-5.961589825650056e-06,76.07483759323756,68.70530215303103,75.67250315099955
17,9.05391825948997,-2.1058456817020972e-05,-5.165479766825835e-06,-5.677893447379271e-06,78.65963130791982,69.0691421508789,76.2850499416391
18,8.880172498574426,-2.0793678733632278e-05,-4.711722244056428e-06,-5.453353539047399e-06,79.30337329647848,69.41529660007271,75.94288930358728
19,8.841013039708681,-2.002537560959657e-05,-5.123756515483061e-06,-6.310137299199899e-06,79.74919853086273,69.9949129551649,77.491099045674
20,9.780921071812433,-1.725986561117073e-05,-6.136639664570491e-06,-6.939393157760302e-06,77.46038716634115,69.88978326618671,76.90301717122396
21,9.95338853141293,-1.6571759867171448e-05,-6.974472974737486e-06,-7.334731829663118e-06,72.11080096860726,69.01902436539531,76.41384565830231
22,9.737208398789384,-1.6652218634224036e-05,-7.33103510378802e-06,-7.5147481426534814e-06,67.46450300978427,67.39622833026395,74.84897899133041
23,9.753662490025938,-1.7858447972685098e-05,-7.646274752914906e-06,-7.27230217307806e-06,65.97871330628793,66.24774119059245,74.3667058467865
24,10.572822831454687,-1.8022283135602872e-05,-7.99639771382014e-06,-7.1357237175107e-06,66.67398185928663,65.08512896870573,74.42032216389974
25,10.720794659635674,-1.7898424994200467e-05,-6.811413913965225e-06,-7.287513775130113e-06,66.5218386883537,62.688892690092324,74.8435551961263
26,10.681604943582132,-1.74336687997911e-05,-5.63730520517005e-06,-7.127081256560765e-06,67.83899919929841,60.39200472485475,74.59852793206812
27,10.738081493071006,-1.6787160899010932e-05,-5.276322063383225e-06,-6.895816664663588e-06,69.20815200132948,60.54411357072379,75.35513068036914
28,11.121222096014147,-1.3971627534677585e-05,-5.3530481333533926e-06,-5.441058116654555e-06,66.30950369189183,63.35659903238217,75.06520146727561
29,11.074921996177485,-1.28320069052279e-05,-5.809908422331015e-06,-5.122677733500799e-06,64.24105001389981,62.612579230219126,74.59421979188919
30,11.082192987933134,-1.3025675434619188e-05,-5.8622565120458605e-06,-4.597062555452188e-06,62.0618782411019,61.797817316899696,72.8224823007981
