,Pmin
0,1004.555625
1,1003.023125
2,1002.585
3,1003.4475
4,1003.050625
5,1002.4675
6,1000.96625
7,1001.645
8,1002.483125
9,1001.275625
10,999.91625
11,999.519375
12,1000.75625
13,998.901875
14,997.82
15,997.5225
16,998.461875
17,996.693125
18,995.315625
19,994.6125
20,994.464375
21,993.370625
22,991.7
23,992.12
24,993.663125
25,991.745625
26,991.4875
27,991.179375
28,981.86875
29,980.34625
30,978.97875
31,979.35625
32,976.954375
33,976.073125
34,974.8175
35,975.43625
36,976.745
37,977.388125
38,977.903125
39,978.875625
40,982.135
41,982.3425
42,982.3925
43,982.985
44,983.434375
45,982.0025
46,981.520625
47,981.56625
48,983.373125
49,981.43125
50,981.568125
51,982.445625
52,982.84
53,982.94625
54,982.993125
55,984.390625
56,985.215
57,984.19375
58,983.37625
59,983.236875
60,983.54375
61,983.1475
62,983.59375
63,984.46375
64,984.68125
65,984.2075
66,984.134375
67,984.158125
68,983.924375
69,983.61375
70,983.0975
71,984.353125
72,984.025
73,984.475625
74,984.494375
75,984.1825
76,984.75
77,986.353125
78,987.85125
