,Pmin
0,1003.1475
1,1001.353125
2,999.92875
3,999.91
4,1001.04625
5,1000.3
6,998.29625
7,999.075
8,999.375625
9,998.053125
10,996.20625
11,996.165
12,997.229375
13,995.235625
14,993.260625
15,993.455
16,994.920625
17,993.5475
18,992.1275
19,992.115625
20,989.88375
21,988.345625
22,986.35125
23,987.300625
24,988.145
25,987.325625
26,986.866875
27,988.013125
28,988.614375
29,988.265
30,987.815625
31,987.90875
32,989.743125
33,989.3275
34,988.49875
35,988.899375
36,988.911875
37,987.165
38,986.4175
39,986.888125
40,987.09375
41,986.87125
42,984.1025
43,983.64875
44,986.883125
45,983.87
46,983.833125
47,983.859375
48,982.8
49,981.6625
50,981.0325
51,981.425625
52,983.168125
53,984.551875
54,987.6275
