,in_vor200,in_vor600,in_vor850,in_hum200,in_hum600,in_hum850
0,4.191242624074221e-06,5.2063376642763615e-05,6.973301060497761e-05,92.54602813720703,91.04325866699219,89.53848266601562
1,1.3822340406477451e-05,5.670846439898014e-05,7.462548092007637e-05,94.65467834472656,90.86489868164062,91.27144622802734
2,1.4873906366119627e-05,7.394795829895884e-05,7.254158117575571e-05,93.44972229003906,92.6029052734375,89.42848205566406
3,1.7224112525582314e-05,8.710345719009638e-05,8.233054541051388e-05,94.214599609375,94.02913665771484,87.22631072998047
4,1.2250617146492004e-05,8.837167843012139e-05,7.988812285475433e-05,97.01049041748047,93.16590881347656,84.93630981445312
5,8.249422535300255e-06,9.009009227156639e-05,7.981876842677593e-05,96.54785919189453,90.86373901367188,87.39051818847656
6,8.27317126095295e-06,9.460537694394588e-05,7.373339030891657e-05,94.0635986328125,94.6506118774414,90.48857116699219
7,1.1372379958629608e-05,9.150034748017788e-05,8.155824616551399e-05,93.22980499267578,96.1986312866211,90.47074890136719
8,3.44996374224138e-06,7.846848166082054e-05,7.49442697269842e-05,95.79547119140625,96.56400299072266,89.24898529052734
9,8.315546438097954e-07,8.54844693094492e-05,9.169685654342175e-05,97.5867919921875,94.37073516845703,88.23892211914062
10,2.6213238015770912e-06,9.769189637154341e-05,8.061528205871582e-05,99.37039184570312,92.62439727783203,88.43913269042969
11,9.98652285488788e-06,0.00010876054875552654,8.648098446428776e-05,99.51163482666016,92.48847198486328,88.33375549316406
12,1.0677846148610115e-05,0.00010573165491223335,8.685700595378876e-05,98.24860382080078,91.88736724853516,87.7631607055664
13,3.450200892984867e-06,0.00010411592666059732,8.919066749513149e-05,95.15583801269531,90.9548568725586,87.03767395019531
14,-2.3476313799619675e-06,0.0001054626191034913,9.044911712408066e-05,96.56889343261719,89.788330078125,84.19804382324219
15,-2.0221341401338577e-07,9.596010204404593e-05,9.323237463831902e-05,87.05793762207031,88.99676513671875,84.5447998046875
16,-1.485692337155342e-06,8.855876512825489e-05,8.809752762317657e-05,82.97459411621094,90.45567321777344,84.72138977050781
17,-6.958493031561375e-06,8.171179797500372e-05,9.129522368311882e-05,85.50057220458984,88.02435302734375,87.55735778808594
18,-2.3798784241080284e-06,9.087310172617435e-05,0.00010336691047996283,90.56946563720703,84.32769775390625,85.82174682617188
19,-7.256632670760155e-06,9.247532580047846e-05,9.873788803815842e-05,93.37443542480469,84.45416259765625,86.38433837890625
20,-4.0503800846636295e-06,9.120919276028872e-05,9.532028343528509e-05,99.42535400390625,85.35946655273438,88.27507019042969
21,-1.0979303624480963e-05,8.786877151578665e-05,9.415228851139545e-05,93.12715911865234,83.88607788085938,90.62743377685547
22,-6.4152923187066335e-06,8.68500501383096e-05,9.267016866942868e-05,94.93541717529297,85.30731201171875,89.55876922607422
23,-2.997112460434437e-07,8.830404840409756e-05,9.899726137518883e-05,97.42372131347656,85.32243347167969,91.37960052490234
24,-2.6223715394735336e-06,8.762802463024855e-05,0.00010061473585665226,96.94042205810547,86.05476379394531,91.42005920410156
