,Pmin
0,995.149375
1,994.575625
2,996.839375
3,997.5525
4,995.975625
5,995.18125
6,995.833125
7,995.9375
8,994.19125
9,993.156875
10,994.164375
11,994.83
12,992.975
13,992.221875
14,992.29875
15,992.00625
16,990.235
17,988.70125
18,989.463125
19,989.2425
20,987.585625
21,986.390625
22,988.4525
23,988.855
24,986.15625
25,983.893125
26,986.355625
27,986.854375
28,983.41125
29,981.62375
30,983.921875
31,986.1975
32,986.24125
33,986.205625
34,990.45875
35,995.079375
36,995.938125
37,995.458125
38,997.775625
