,Pmin
0,1009.243125
1,1008.59375
2,1007.215625
3,1007.23875
4,1008.35875
5,1008.145
6,1005.754375
7,1005.586875
8,1006.4625
9,1005.319375
10,1004.793125
11,1004.799375
12,1006.0125
13,1005.51125
14,1002.8025
15,1002.95625
16,1004.634375
17,1004.200625
18,1001.52375
19,1002.191875
20,1004.654375
21,1004.8725
22,1002.701875
23,1003.174375
24,1004.58125
25,1004.24375
26,1002.894375
27,1003.486875
28,1005.564375
29,1006.400625
30,1003.5725
31,1002.8075
32,1004.05625
33,1004.720625
34,1002.775
35,1003.516875
36,1005.5675
37,1006.304375
38,1004.338125
39,1004.118125
40,1006.15625
41,1006.53
42,1006.81875
43,1006.59
44,1008.569375
45,1009.4875
46,1007.628125
47,1007.531875
48,1009.068125
49,1010.0125
50,1008.886875
51,1009.915
52,1010.616875
53,1011.67
54,1011.28375
55,1010.025
56,1011.60875
57,1012.636875
58,1010.5875
59,1009.848125
60,1010.775625
61,1011.773125
62,1010.876875
63,1010.1875
64,1011.05125
