,in_vor200,in_vor600,in_vor850,in_hum200,in_hum600,in_hum850
0,-1.4945631846785545e-05,4.0940591134130955e-05,5.694897845387459e-05,85.00108337402344,74.16694641113281,83.9300537109375
1,-1.4877296052873135e-05,4.335015546530485e-05,5.6960154324769974e-05,76.39740753173828,74.58053588867188,84.32652282714844
2,-1.9017024897038937e-05,4.282942973077297e-05,7.235852535814047e-05,86.65673065185547,77.91259765625,85.41458129882812
3,-1.6471720300614834e-05,4.447414539754391e-05,6.59761717543006e-05,91.48033905029297,73.05479431152344,85.9097900390625
4,-3.1086092349141836e-05,4.1167251765728e-05,6.242317613214254e-05,90.37901306152344,71.70010375976562,86.90666198730469
5,-3.926368663087487e-05,3.923510666936636e-05,6.501295138150454e-05,95.6629409790039,75.27470397949219,87.9009017944336
6,-5.074718501418829e-05,3.850859502563253e-05,7.33144988771528e-05,93.63069152832031,77.0777359008789,86.56591796875
7,-3.5703531466424465e-05,4.3272157199680805e-05,8.059223182499409e-05,100.00483703613281,79.32484436035156,88.57572174072266
8,-2.6785070076584816e-05,4.8043206334114075e-05,7.679697591811419e-05,96.95225524902344,79.13233947753906,87.02236938476562
9,-3.1353323720395565e-05,4.228262696415186e-05,7.386598736047745e-05,96.06818389892578,77.12034606933594,87.10445404052734
10,-3.9153266698122025e-05,3.4335535019636154e-05,8.268351666629314e-05,98.63821411132812,74.87388610839844,83.61448669433594
11,-4.187558079138398e-05,3.2377662137150764e-05,8.065730798989534e-05,91.37139892578125,73.58323669433594,84.78450012207031
12,-4.569592420011759e-05,3.320910036563873e-05,7.456389721482992e-05,87.74988555908203,70.26376342773438,85.75358581542969
13,-3.659579670056701e-05,3.4756376408040524e-05,7.730652578175068e-05,92.34001922607422,72.42008972167969,88.37057495117188
14,-4.002632340416312e-05,3.5467674024403095e-05,8.541392162442207e-05,97.30807495117188,72.28854370117188,84.98303985595703
15,-3.5089789889752865e-05,4.2718369513750076e-05,8.452776819467545e-05,95.6943130493164,75.85155487060547,84.64836120605469
16,-2.9679702493012883e-05,4.758328213938512e-05,7.833624113118276e-05,89.38531494140625,76.171142578125,85.83358001708984
17,-2.2847845684736967e-05,4.940014332532883e-05,8.496548980474472e-05,93.17800903320312,75.9483642578125,88.15391540527344
18,-3.021792508661747e-05,4.876602906733751e-05,8.295150473713875e-05,93.36013793945312,69.65524291992188,85.57081604003906
19,-3.565207589417696e-05,5.515164230018854e-05,7.632758934050798e-05,95.0384750366211,67.69808197021484,86.01386260986328
20,-3.199147977284156e-05,5.8160891057923436e-05,7.371052197413519e-05,96.1778335571289,68.9881362915039,87.77896118164062
21,-2.3634231183677912e-05,6.0208956710994244e-05,8.08844342827797e-05,95.35662841796875,74.896240234375,88.149658203125
22,-1.6368692740797997e-05,5.970732308924198e-05,8.652522228658199e-05,97.39691162109375,77.08489990234375,87.36376953125
23,-1.4342076610773802e-05,6.831588689237833e-05,9.623821824789047e-05,94.96467590332031,79.14602661132812,87.55520629882812
24,-9.498733561486006e-06,7.17410584911704e-05,0.00010149646550416946,92.56611633300781,80.86201477050781,85.8345947265625
25,1.6595586203038692e-06,7.978384383022785e-05,0.00010164408013224602,90.91234588623047,81.7428970336914,84.6175765991211
26,2.281169145135209e-05,8.694580901646987e-05,0.00010143622057512403,86.51527404785156,87.35294342041016,86.60562896728516
27,2.5846122298389673e-05,8.224428165704012e-05,0.00010098190978169441,90.1961669921875,76.46864318847656,85.720458984375
28,4.722723133454565e-06,8.284500654553995e-05,0.00010172234033234417,89.9774398803711,79.92898559570312,88.12835693359375
29,4.4371699914336205e-06,8.563685696572065e-05,0.00012256857007741928,91.82089233398438,83.28582763671875,87.84205627441406
30,4.055327735841274e-06,0.00010250578634440899,0.0001222994178533554,91.47594451904297,87.43184661865234,88.15278625488281
