,w10max
0,16.583553314208984
1,17.2067928314209
2,17.531496047973633
3,16.317928314208984
4,16.646106719970703
5,16.455930709838867
6,17.251203536987305
7,17.242259979248047
8,20.078754425048828
9,21.508508682250977
10,22.440038681030273
11,20.49583625793457
12,22.135034561157227
13,22.75832748413086
14,26.650596618652344
15,23.18277359008789
16,25.05268096923828
17,24.294057846069336
18,24.260190963745117
19,22.096288681030273
20,23.196619033813477
21,22.380638122558594
22,24.523862838745117
23,25.21014404296875
24,23.5057430267334
25,19.664936065673828
26,14.179947853088379
27,11.975260734558105
28,8.942341804504395
29,10.291996002197266
30,8.067352294921875
31,8.473331451416016
32,8.2218599319458
