,Pmin
0,1007.555625
1,1008.8575
2,1009.96125
3,1009.0725
4,1008.158125
5,1008.160625
6,1008.34375
7,1007.979375
8,1005.92375
9,1006.289375
10,1007.4525
11,1006.61
12,1004.534375
13,1004.083125
14,1003.995625
15,1004.4975
16,1002.724375
17,1003.405625
18,1005.0625
19,1004.145
20,1002.715625
21,1002.953125
22,1003.9475
23,1003.669375
24,1003.05875
25,1003.87875
26,1005.37625
27,1005.66875
28,1004.426875
29,1004.890625
30,1005.9325
31,1005.83625
32,1004.425
33,1004.953125
34,1006.860625
35,1007.160625
36,1006.1925
37,1006.7
38,1008.54
39,1008.7925
40,1008.229375
41,1008.0575
42,1009.868125
43,1010.09375
44,1009.403125
45,1010.17625
46,1011.420625
47,1011.325625
48,1010.48
49,1010.55625
50,1011.900625
51,1012.063125
52,1010.405
53,1010.57375
54,1011.83875
55,1011.561875
56,1010.11125
57,1010.0625
58,1011.13625
59,1010.84625
60,1009.74625
61,1010.0975
62,1011.854375
63,1011.533125
64,1009.764375
