,w10max
0,14.9169921875
1,13.78458023071289
2,13.46330738067627
3,13.393324851989746
4,13.268779754638672
5,13.697956085205078
6,14.940773963928223
7,15.986150741577148
8,15.911211013793945
9,14.082310676574707
10,12.974455833435059
11,13.173897743225098
12,13.39480972290039
13,13.583501815795898
14,14.703897476196289
15,16.265640258789062
16,16.275367736816406
17,15.841443061828613
18,16.492076873779297
19,16.18231201171875
20,16.287939071655273
21,16.744123458862305
22,16.91300392150879
23,17.415279388427734
24,18.107744216918945
25,18.466411590576172
26,17.767658233642578
27,17.085491180419922
28,17.23754119873047
29,17.640277862548828
30,17.233427047729492
31,18.71932601928711
32,19.606197357177734
33,17.746334075927734
34,20.101465225219727
35,18.69742202758789
36,19.87173080444336
37,19.394521713256836
38,18.408178329467773
39,17.764005661010742
40,18.405458450317383
41,21.923656463623047
42,17.248023986816406
43,16.21370506286621
44,16.064605712890625
45,15.754511833190918
46,16.311561584472656
47,15.948221206665039
48,15.182520866394043
49,13.290349006652832
50,13.199837684631348
51,13.063495635986328
52,13.084510803222656
53,12.908528327941895
54,11.639566421508789
55,11.575926780700684
56,11.585885047912598
57,11.672858238220215
58,11.607604026794434
59,11.32815933227539
60,12.005752563476562
61,11.465370178222656
62,10.987297058105469
63,10.555591583251953
64,10.901531219482422
