,w10max
0,11.80530834197998
1,13.402623176574707
2,14.330373764038086
3,15.471546173095703
4,14.392135620117188
5,13.700066566467285
6,14.381983757019043
7,14.690958976745605
8,14.636520385742188
9,15.526161193847656
10,16.856088638305664
11,15.540298461914062
12,14.941119194030762
13,16.55473518371582
14,17.24276351928711
15,17.691335678100586
16,17.58111000061035
17,17.255573272705078
18,17.93202781677246
19,18.374595642089844
20,19.299654006958008
21,17.742807388305664
22,18.14813804626465
23,18.575653076171875
24,18.32513999938965
25,17.673627853393555
26,16.043611526489258
27,15.004135131835938
28,15.539965629577637
29,15.884564399719238
30,16.314390182495117
31,16.27799415588379
32,16.25202751159668
33,16.217201232910156
34,15.926264762878418
35,15.733383178710938
36,15.636662483215332
37,14.473502159118652
38,15.210356712341309
39,14.283838272094727
40,14.486004829406738
41,14.401262283325195
42,14.859354972839355
43,15.198596954345703
44,15.249504089355469
45,14.84239673614502
46,14.722800254821777
47,14.388359069824219
48,14.340836524963379
49,13.799201011657715
50,13.506644248962402
51,12.583312034606934
52,12.857809066772461
53,13.197689056396484
54,13.038684844970703
55,12.201379776000977
56,11.615336418151855
