,in_vor200,in_vor600,in_vor850,in_hum200,in_hum600,in_hum850
0,3.395392559468746e-05,5.8277277275919914e-05,9.905581828206778e-05,90.49774169921875,84.31143188476562,92.91890716552734
1,2.1110230591148138e-05,5.918473470956087e-05,8.162274025380611e-05,86.31449890136719,89.51811218261719,90.08979034423828
2,3.5657547414302826e-05,8.151249494403601e-05,9.367137681692839e-05,90.00635528564453,91.1845932006836,87.19304656982422
3,3.3642223570495844e-05,7.819989696145058e-05,9.663449600338936e-05,99.80167388916016,88.92393493652344,85.33555603027344
4,3.6612560506910086e-05,8.201820310205221e-05,9.552249684929848e-05,96.42711639404297,86.21942138671875,82.6878890991211
5,3.2960029784590006e-05,7.7500706538558e-05,8.793221786618233e-05,96.06251525878906,85.09353637695312,84.14905548095703
6,2.042483538389206e-05,7.517612539231777e-05,7.018458563834429e-05,85.27482604980469,81.7269287109375,83.95176696777344
7,1.1846947018057108e-05,6.785651203244925e-05,7.056957110762596e-05,81.73921966552734,78.94859313964844,85.12464904785156
8,-3.0955998227000237e-06,5.589344073086977e-05,6.636709440499544e-05,93.73394012451172,76.87907409667969,86.46162414550781
9,-1.3807439245283604e-06,4.8609450459480286e-05,6.492179818451405e-05,98.23455047607422,80.0105972290039,88.14410400390625
10,2.078479155898094e-06,4.9051130190491676e-05,5.524209700524807e-05,96.4944076538086,85.77763366699219,84.84697723388672
11,5.856447387486696e-06,5.012308247387409e-05,5.416350904852152e-05,87.35122680664062,86.09844207763672,83.14085388183594
12,1.1683499906212091e-05,4.845275543630123e-05,4.9182563088834286e-05,84.98020935058594,82.92822265625,83.6826171875
13,1.6736181351006962e-05,4.942894520354457e-05,4.724262544186786e-05,76.09771728515625,78.78112030029297,85.85729217529297
14,2.1247316908556968e-05,4.259102570358664e-05,5.199953375267796e-05,83.11922454833984,74.21000671386719,85.64171600341797
