,Pmin
0,1001.46875
1,1002.34875
2,1001.908125
3,1000.24
4,998.86625
5,999.955
6,1002.5025
7,1001.475
8,1000.386875
9,1001.019375
10,1002.44
11,1001.68875
12,1000.948125
13,1001.8
14,1003.22875
