,Pmin
0,1008.57
1,1006.995
2,1006.725
3,1007.66
4,1006.819375
5,1005.33
6,1004.148125
7,1005.23875
8,1004.920625
9,1003.26625
10,1002.218125
11,1003.243125
12,1003.7375
13,1001.54375
14,1000.215625
15,1001.188125
16,1002.635
17,1000.77875
18,1000.54625
19,1001.216875
20,1001.01375
21,999.465
22,998.57375
23,999.43125
24,999.71625
25,997.9925
26,997.324375
27,998.428125
28,998.919375
29,997.75375
30,996.0425
31,995.048125
32,997.755
33,996.795625
34,996.491875
35,997.035
36,996.3175
37,994.195625
38,991.60875
39,990.7975
40,990.07375
41,988.56
42,988.01375
43,988.9575
44,988.988125
45,988.065625
46,986.98125
47,987.595
48,987.026875
49,987.013125
50,987.435625
51,988.3625
52,989.333125
53,989.955
54,990.4675
55,991.123125
56,990.20125
57,989.873125
58,989.50625
59,989.598125
60,991.2825
61,992.758125
62,993.471875
63,994.025625
64,995.626875
65,995.6225
66,995.903125
67,996.23875
68,996.080625
69,996.6925
70,996.98625
71,997.689375
72,999.006875
