,outshear850-200,out_vor200,out_vor600,out_vor850,out_hum200,out_hum600,out_hum850
0,12.420034131692159,1.1803663463266064e-06,1.8869812650551935e-06,7.1311833267389984e-06,50.40868049736339,62.14377400588198,63.34687187859626
1,12.583224593739336,2.2003271927436192e-07,1.174669402341048e-06,6.988714449107647e-06,51.495887972414494,61.843109807372095,68.37173298224806
2,12.254285253085738,-2.1685070047775905e-07,5.236050734917323e-07,6.463401950895786e-06,51.52941794047753,58.15702526693543,68.80576515967647
3,12.29392588634364,-1.5785141537586849e-07,-1.585025650759538e-06,4.828744567930698e-06,50.60987411253154,59.03777146587769,70.21205097585917
4,12.70143088271725,-1.8616983046134313e-06,-3.434368409216404e-06,3.932672552764416e-06,49.44886903638641,59.26660951574643,71.36019502331813
5,13.22359985174844,-4.700392795105775e-06,-4.888613087435564e-06,3.238340529302756e-06,47.981208671381076,59.394102448473376,69.7700613061587
6,14.111683133525844,-7.946796800276551e-06,-5.491449849301354e-06,3.889986580523713e-06,46.52691420677787,57.33186845067131,68.6341395714471
7,14.131689403330286,-1.1441914830356837e-05,-6.800835641721884e-06,3.3212049553791683e-06,48.572947812328735,57.12864500383536,68.02391958162188
8,13.802216575848117,-1.4749193309006354e-05,-6.921811578061076e-06,2.9175379989800116e-06,50.144876872602836,56.777809820729175,68.33016914994884
9,13.400109598160876,-1.5949543255070844e-05,-7.52922302732865e-06,2.5132438167929648e-06,52.15875244140625,57.025571155299744,69.73319079776606
10,13.803315874266426,-1.8314409158598337e-05,-7.903763707495329e-06,7.279348633101372e-07,54.82832209252717,56.9790106398436,68.23028599053498
11,13.30409149681218,-1.9912324690570436e-05,-9.148715374370416e-06,-3.073364496231079e-07,58.35122846166293,57.31815109203259,69.5314707438151
12,12.767545845173299,-1.9427482038736342e-05,-8.739655216534932e-06,-8.196647589405378e-07,61.03970239584645,57.6877586816748,71.19635402063528
13,12.553884590386103,-1.933206416045626e-05,-8.58872663229704e-06,-1.113054653008779e-06,62.04945227528612,57.14098866780599,73.13053639729817
14,13.832109037299718,-1.974387171988686e-05,-8.387545434137185e-06,-1.6075791791081429e-06,58.481278495987254,58.29807236318787,71.5673263259232
15,14.366870425517845,-2.089710518096884e-05,-8.361150200168292e-06,-1.764561360081037e-06,55.74006352871656,57.57533721923828,70.11744498511156
16,14.728108020677112,-2.192939956251269e-05,-7.958453790095337e-06,-1.8380501180021594e-06,53.352076851975376,56.978104905716116,69.36970980038781
17,14.826576355468326,-2.316307509317994e-05,-8.21806024760008e-06,-2.223191161950429e-06,53.6169335792462,56.44305615375439,70.06426389589906
18,15.389534593942377,-2.1220262150794145e-05,-9.130000588928516e-06,-1.0817843060399486e-06,52.94379714118989,57.10222187873239,68.03433996760499
19,15.614387976083284,-2.118014575292667e-05,-9.354149612287681e-06,-1.0449206456542014e-06,54.58021392226219,55.522927347819014,68.76834848374128
20,15.312647532702734,-2.0500955482323965e-05,-8.653391463061174e-06,-1.0412652045488357e-06,55.56470839704077,53.5013736863931,69.64024727543195
21,15.46053283267344,-2.1519411044816177e-05,-7.364728177587191e-06,-1.1486001312732696e-06,55.886944216489795,51.09997708896796,67.27905292361974
22,15.913975002849474,-2.0978912167871992e-05,-6.011229318877061e-06,-9.17756309111913e-07,58.234259033203124,49.682885393748684,64.33597510630885
23,16.05629307179479,-2.2098453094561894e-05,-4.950367535154025e-06,-8.129049092531204e-07,56.81215392549833,49.526061992595594,63.33313963015874
24,16.31602353496763,-2.27310499601468e-05,-4.7824496241031345e-06,-6.916393676610409e-07,55.16257277217643,48.864903080512875,63.944072804015704
25,16.201464764649668,-2.502245285237829e-05,-4.874976972738901e-06,9.761036684115728e-08,56.927235746383666,48.96358184814453,65.40071824789047
26,16.17818492647894,-2.582995530171513e-05,-4.911722800852847e-06,3.0586797419425365e-07,56.46882708141913,50.80497166452566,62.92753125226349
27,15.85804199942698,-2.3931237713744243e-05,-5.059060640633106e-06,2.0719598978757858e-07,55.720339555044966,51.19172076558073,62.23005625406901
