,Pmin
0,1012.598125
1,1011.22
2,1010.82125
3,1011.2375
4,1011.661875
5,1010.0725
6,1008.741875
7,1008.98625
8,1010.111875
9,1008.533125
10,1007.98375
11,1008.613125
12,1008.62625
13,1006.9175
14,1005.770625
15,1006.041875
16,1006.7125
17,1004.629375
18,1003.43125
19,1004.15875
20,1004.955625
21,1003.54125
22,1001.518125
23,1002.00625
24,1002.61625
25,1000.795
26,999.361875
27,999.794375
28,1000.335
29,999.156875
30,999.058125
31,999.964375
32,1001.1675
33,999.79625
34,998.775
35,999.28375
36,1000.334375
37,999.280625
38,998.55375
39,999.261875
40,1001.514375
41,1000.83
42,999.274375
43,999.884375
44,1001.11375
45,999.73375
46,997.051875
47,998.796875
48,1000.806875
49,1000.020625
50,999.3625
51,998.25
52,1000.36125
53,998.673125
54,996.14
55,996.166875
56,997.68
57,996.004375
58,992.163125
59,992.170625
60,994.47125
61,994.5975
62,992.91125
63,993.1775
64,995.381875
65,996.36
66,995.148125
67,995.196875
68,997.410625
69,998.325
70,996.296875
71,994.965
72,996.954375
73,997.025
74,996.68375
75,995.095
76,997.75375
77,1000.219375
78,1000.265
79,1000.325625
80,1001.038125
81,998.978125
82,995.861875
83,999.1125
84,1001.80625
85,1003.59375
86,1004.66625
87,1004.898125
88,1006.80125
89,1007.84375
90,1006.033125
91,1005.033125
92,1005.366875
93,1004.9825
94,1004.926875
95,1005.03625
96,1006.65125
97,1007.9775
98,1008.074375
99,1007.20625
100,1008.663125
101,1009.124375
102,1008.6375
103,1007.325
104,1007.73125
105,1008.903125
106,1006.565
107,1006.82875
108,1008.31125
109,1010.10875
110,1009.505
111,1009.581875
112,1010.275625
113,1011.423125
114,1010.725625
115,1010.8175
116,1012.15125
117,1012.441875
118,1012.0775
