,in_vor200,in_vor600,in_vor850,in_hum200,in_hum600,in_hum850
0,-2.0698780645034276e-05,5.880554090254009e-05,7.119408110156655e-05,92.10235595703125,86.26483154296875,87.0687026977539
1,-2.68714502453804e-05,6.477930583059788e-05,6.242794916033745e-05,90.78535461425781,88.30226135253906,84.91006469726562
2,-2.0301726181060076e-05,6.952788680791855e-05,5.375209730118513e-05,87.682373046875,87.6016845703125,87.94622039794922
3,-2.663570921868086e-05,6.887724157422781e-05,6.388500332832336e-05,85.93521881103516,90.97376251220703,90.40634155273438
4,-2.4033943191170692e-05,6.953300908207893e-05,6.92346366122365e-05,95.18231964111328,93.01753997802734,87.68292236328125
5,-1.2915115803480148e-05,6.791763007640839e-05,7.146515417844057e-05,97.99345397949219,93.12914276123047,86.7628173828125
6,7.313210517168045e-07,6.446843326557428e-05,6.209054845385253e-05,98.70784759521484,89.51844787597656,85.34344482421875
7,2.3640459403395653e-06,7.253407966345549e-05,6.287277210503817e-05,96.50209045410156,88.89830017089844,86.0968246459961
8,-7.766627277305815e-06,7.183129491750151e-05,6.0622551245614886e-05,96.50458526611328,87.65135192871094,86.59968566894531
9,-6.98829535394907e-06,7.201137486845255e-05,6.070558447390795e-05,96.1343994140625,86.56995391845703,86.85646057128906
10,-1.2648031770368107e-05,7.8002100053709e-05,6.149397086119279e-05,90.48696899414062,85.6966781616211,88.63862609863281
11,-1.1081865523010492e-05,8.050573524087667e-05,6.782449781894684e-05,82.06131744384766,87.8930892944336,89.24022674560547
12,-9.178766049444675e-06,6.917840801179409e-05,6.860063876956701e-05,75.59618377685547,86.3608627319336,90.66978454589844
13,-7.802853360772133e-06,6.263016257435083e-05,6.58936332911253e-05,75.94564056396484,82.30806732177734,91.65982818603516
14,-1.2108415830880404e-05,5.805608816444874e-05,7.296702824532986e-05,76.05608367919922,82.14405822753906,92.87284851074219
15,-1.968775177374482e-05,5.1593873649835587e-05,7.353071123361588e-05,72.88377380371094,79.92667388916016,92.14378356933594
16,-3.057618232560344e-05,4.529485886450857e-05,6.92391477059573e-05,69.84181213378906,78.34689331054688,92.33465576171875
17,-3.572122659534216e-05,4.863517824560404e-05,7.289485074579716e-05,70.70612335205078,80.77256774902344,91.34404754638672
18,-3.0614381103077903e-05,5.4499218094861135e-05,6.415074312826619e-05,68.00735473632812,81.00919342041016,88.8302001953125
19,-3.477511927485466e-05,6.30323775112629e-05,7.101020310074091e-05,76.91645812988281,83.38247680664062,90.12820434570312
20,-3.61237907782197e-05,6.759946700185537e-05,7.240613922476768e-05,77.80237579345703,76.10457611083984,91.34270477294922
21,-2.2312626242637634e-05,6.416498217731714e-05,7.19376839697361e-05,79.66272735595703,66.3966064453125,89.82270812988281
22,-2.7854144718730822e-05,5.348504055291414e-05,6.874464452266693e-05,76.22019958496094,55.86208724975586,91.99034881591797
23,-3.478658618405461e-05,4.912423901259899e-05,7.026770617812872e-05,73.64956665039062,50.92435073852539,90.7418441772461
24,-3.965666110161692e-05,4.7257992264349014e-05,6.421344733098522e-05,73.77501678466797,52.06917190551758,89.84139251708984
25,-3.5831122659146786e-05,5.103158764541149e-05,6.510072853416204e-05,72.29964447021484,48.469215393066406,87.86900329589844
26,-3.403532173251733e-05,4.800676106242463e-05,5.950789636699483e-05,73.44752502441406,53.108795166015625,89.20513916015625
27,-3.510818351060152e-05,5.3881434723734856e-05,6.009277421981096e-05,73.6319580078125,53.84388732910156,90.84648132324219
28,-3.135856240987778e-05,5.5896700359880924e-05,6.250257138162851e-05,67.14445495605469,56.97309875488281,91.94251251220703
29,-2.1685322280973196e-05,5.120027344673872e-05,7.285946048796177e-05,68.8591537475586,64.06855773925781,91.96185302734375
30,-1.883584809547756e-05,3.402788206585683e-05,7.063139491947368e-05,57.705726623535156,60.524803161621094,89.91604614257812
31,-2.2800755687057972e-05,3.2796990126371384e-05,7.287249900400639e-05,42.68953323364258,62.5869140625,87.40040588378906
32,-2.4965673219412565e-05,3.081385511904955e-05,7.053697481751442e-05,42.50001525878906,61.84046173095703,87.63861846923828
33,-2.6898749638348818e-05,2.9736431315541267e-05,6.418663542717695e-05,47.67885971069336,57.46434020996094,87.53817749023438
34,-2.298537037859205e-05,3.267576903454028e-05,6.542635674122721e-05,44.76092529296875,47.407012939453125,90.49373626708984
35,-1.4740624465048313e-05,2.4528824724256992e-05,6.331969052553177e-05,48.44883728027344,44.37894058227539,91.159912109375
36,-1.1693278793245554e-05,1.4390912838280201e-05,6.0706050135195255e-05,55.61353302001953,39.50592803955078,91.54373168945312
37,-1.567765139043331e-05,1.5628524124622345e-05,5.8748759329319e-05,60.70813751220703,37.119998931884766,90.35389709472656
38,-2.5187444407492876e-05,2.4639302864670753e-05,5.246489308774471e-05,54.54678726196289,30.045753479003906,87.56378173828125
39,-3.483088221400976e-05,2.2080494090914726e-05,5.159573629498482e-05,55.5223503112793,29.316051483154297,88.50806427001953
40,-4.194589564576745e-05,1.9937229808419943e-05,4.989525768905878e-05,56.0526237487793,32.34050750732422,86.40956115722656
41,-3.943877527490258e-05,1.148623414337635e-05,4.979514051228762e-05,60.145301818847656,38.78417205810547,87.48505401611328
42,-2.988841151818633e-05,5.638808943331242e-06,5.575304385274649e-05,51.70604705810547,42.64436340332031,88.3238754272461
43,-2.5098968762904406e-05,3.543565981090069e-06,5.4013682529330254e-05,54.1732177734375,44.647499084472656,88.34666442871094
44,-2.0398874767124653e-05,6.1442842707037926e-06,4.784576594829559e-05,58.111717224121094,44.78145980834961,87.82095336914062
45,-1.9697763491421938e-05,9.336625225841999e-06,4.22490993514657e-05,56.737464904785156,43.629798889160156,87.97492980957031
46,-2.5268671379308216e-05,1.2330875506449956e-05,3.906857091351412e-05,60.65760040283203,45.49199295043945,86.08261108398438
47,-2.1425308659672737e-05,8.641975000500679e-06,3.744219429790974e-05,45.69056701660156,44.66178894042969,86.50521087646484
48,-1.7118196410592645e-05,3.4008048714895267e-06,3.2951760658761486e-05,44.687870025634766,44.78695297241211,84.49849700927734
49,-1.2438802514225245e-05,6.777700036764145e-07,3.684416878968477e-05,50.923072814941406,48.845726013183594,85.16490173339844
50,4.2691826820373535e-06,-1.9117724150419235e-06,3.629212733358145e-05,52.72442626953125,56.340187072753906,75.97393035888672
51,1.7799437046051025e-05,-5.922745913267136e-06,3.3806776627898216e-05,55.60533905029297,54.51161193847656,79.93971252441406
52,3.0084571335464716e-05,-6.7445216700434685e-06,3.266648855060339e-05,64.92913818359375,56.755592346191406,80.79741668701172
53,1.644378062337637e-05,-2.7889618650078773e-06,2.8599868528544903e-05,79.52534484863281,56.64525604248047,80.6542739868164
54,1.1030516361643095e-05,8.352183158422122e-07,2.297081118740607e-05,70.44297790527344,52.608577728271484,74.91120910644531
55,1.2152537237852812e-05,6.332993507385254e-07,2.376025076955557e-05,72.76487731933594,53.55290985107422,78.00247955322266
56,8.413044270128012e-06,-5.852896720170975e-06,2.526224125176668e-05,76.73208618164062,52.595733642578125,81.27809143066406
57,1.3120938092470169e-05,-9.423005394637585e-06,2.634245902299881e-05,82.95671844482422,49.81751251220703,80.24842834472656
58,7.25738937035203e-06,-4.181405529379845e-06,2.4982844479382038e-05,85.45282745361328,50.37322998046875,78.9867935180664
59,2.2706808522343636e-07,-1.34296715259552e-06,2.498121466487646e-05,92.27638244628906,51.3834228515625,79.80168151855469
60,-9.001349098980427e-06,6.343587301671505e-06,2.012704499065876e-05,91.26508331298828,53.224609375,75.24343872070312
