,w10max
0,12.628565788269043
1,12.270703315734863
2,12.984619140625
3,13.877108573913574
4,14.635502815246582
5,15.755439758300781
6,14.720257759094238
7,14.727523803710938
8,14.601211547851562
9,14.409355163574219
10,12.968792915344238
11,12.584482192993164
12,12.240537643432617
13,13.142864227294922
14,13.788127899169922
15,13.789776802062988
16,12.52745532989502
17,12.847854614257812
18,12.390384674072266
19,12.857145309448242
20,13.329258918762207
21,14.967508316040039
22,15.39418888092041
23,14.914327621459961
24,14.575358390808105
25,13.67496395111084
26,12.697481155395508
27,13.039037704467773
28,13.521695137023926
29,13.760787963867188
30,13.97647762298584
31,13.814964294433594
32,14.268288612365723
33,14.925312995910645
34,14.283933639526367
35,13.58895492553711
36,14.649291038513184
37,14.948246002197266
38,12.53520393371582
39,11.553824424743652
40,11.738198280334473
41,11.417536735534668
42,10.515908241271973
43,10.750370979309082
44,11.369789123535156
45,11.558334350585938
46,10.932589530944824
47,10.53439712524414
48,10.08669662475586
49,9.634719848632812
50,9.208802223205566
51,9.348403930664062
52,9.590896606445312
53,10.676765441894531
54,8.854944229125977
55,9.277485847473145
56,9.463451385498047
57,9.413047790527344
58,10.023041725158691
59,10.429186820983887
60,9.797989845275879
