,in_vor200,in_vor600,in_vor850,in_hum200,in_hum600,in_hum850
0,-8.315255399793386e-06,6.530177779495716e-05,7.923506200313568e-05,99.50969696044922,91.3509750366211,92.8602066040039
1,-1.3474258594214916e-05,6.669957656413317e-05,7.898977492004633e-05,99.60035705566406,88.10144805908203,92.06680297851562
2,-1.6936237443587743e-05,6.448407657444477e-05,7.469596312148497e-05,99.10183715820312,88.32916259765625,93.70072937011719
3,-1.7815327737480402e-05,6.321014370769262e-05,8.005555719137192e-05,99.03275299072266,90.78004455566406,94.72335815429688
4,-4.944507963955402e-06,7.317401468753815e-05,7.919524796307087e-05,99.81375885009766,91.8701171875,93.27799987792969
5,-8.925562724471092e-06,7.02887773513794e-05,8.566468022763729e-05,99.84843444824219,89.64418029785156,90.92560577392578
6,-1.3610348105430603e-05,8.437607903033495e-05,8.59987922012806e-05,98.50481414794922,92.21492767333984,89.97938537597656
7,-4.856265150010586e-06,9.356404189020395e-05,8.276000153273344e-05,99.61457061767578,89.20111846923828,87.80426788330078
8,-3.190420102328062e-06,0.00010006094817072153,9.15108248591423e-05,98.82569885253906,80.14718627929688,87.6124038696289
9,-9.03313048183918e-06,9.275868069380522e-05,9.03045292943716e-05,96.63926696777344,83.29297637939453,89.77548217773438
10,-4.3014297261834145e-06,8.212716784328222e-05,8.96004494279623e-05,90.99864959716797,88.00281524658203,89.65931701660156
11,-8.867064025253057e-06,7.871806155890226e-05,8.959532715380192e-05,85.4399185180664,89.36825561523438,89.73314666748047
12,-2.245948780910112e-05,7.777892460580915e-05,8.98783837328665e-05,88.65674591064453,89.3592300415039,90.1258544921875
13,-2.8332346118986607e-05,8.47704941406846e-05,9.681680239737034e-05,94.8066177368164,87.72471618652344,89.1759262084961
14,-1.5971018001437187e-05,8.840800728648901e-05,9.777944069355726e-05,96.2447738647461,87.4495849609375,89.55040740966797
15,-3.8071302697062492e-06,8.818996138870716e-05,9.865837637335062e-05,98.86482238769531,86.41546630859375,90.7548828125
16,-2.080807462334633e-06,8.113320654956624e-05,9.744026465341449e-05,95.06610870361328,83.81867218017578,89.88754272460938
17,-5.098525434732437e-06,8.549448102712631e-05,9.688641875982285e-05,84.07365417480469,84.11927795410156,91.54566955566406
18,9.0448884293437e-07,8.734466973692179e-05,9.749387390911579e-05,85.49402618408203,88.59990692138672,92.3424072265625
19,4.15899557992816e-06,9.122700430452824e-05,9.920785669237375e-05,87.21749877929688,87.65402221679688,93.33787536621094
20,-1.0168703738600016e-05,9.257928468286991e-05,9.4979302957654e-05,79.1482925415039,85.24685668945312,90.15753173828125
21,-3.991881385445595e-07,9.323563426733017e-05,9.661517105996609e-05,83.04290771484375,87.3684310913086,93.06485748291016
22,4.051951691508293e-06,9.439315181225538e-05,9.470374789088964e-05,89.11349487304688,84.99657440185547,93.21890258789062
23,1.1473021004348993e-05,9.446486365050077e-05,9.668723214417696e-05,84.854736328125,84.54635620117188,93.50965118408203
