,Pmin
0,1006.14375
1,1004.23625
2,1004.028125
3,1004.445625
4,1003.699375
5,1001.575
6,999.811875
7,1000.62375
8,999.89125
9,997.5675
10,996.101875
11,996.35875
12,995.858125
13,993.371875
14,987.325
15,988.72
16,988.40875
17,986.625625
18,988.6475
19,991.90875
20,993.40625
21,991.98625
22,993.0575
23,992.841875
24,992.238125
25,993.538125
26,1003.465625
27,1009.125
28,1012.11375
29,1010.981875
30,1009.2375
31,1010.40625
32,1010.55125
